geo,channel,time,spend_eur,impressions,reach,frequency,spend_eur_imputed,spend_eur_imputed_boundary_fill,impressions_imputed,impressions_imputed_boundary_fill
Region_01,Affiliate,2021-07-19,1122.5456604460094,115531.44574384471,,,False,False,False,False
Region_01,Affiliate,2021-07-26,1285.618189693331,116761.96490060868,,,False,False,False,False
Region_01,Affiliate,2021-08-02,1098.660073086648,95273.38053609311,,,False,False,False,False
Region_01,Affiliate,2021-08-09,1185.464736101654,103280.16048053384,,,False,False,False,False
Region_01,Affiliate,2021-08-16,1171.3624798062071,133811.3732254752,,,False,False,False,False
Region_01,Affiliate,2021-08-23,1088.9109047710956,98699.47382338358,,,False,False,False,False
Region_01,Affiliate,2021-08-30,1104.2176093285454,105041.02678767552,,,False,False,False,False
Region_01,Affiliate,2021-09-06,1187.2743503766671,146539.30177557428,,,False,False,False,False
Region_01,Affiliate,2021-09-13,1137.4930491974696,105696.4579110212,,,False,False,False,False
Region_01,Affiliate,2021-09-20,1150.4753817160229,119054.977014834,,,False,False,False,False
Region_01,Affiliate,2021-09-27,1045.7099702474466,116308.64678714304,,,False,False,False,False
Region_01,Affiliate,2021-10-04,1179.4731368592852,130557.01778939896,,,False,False,False,False
Region_01,Affiliate,2021-10-11,1169.1294491625536,102337.06884233277,,,False,False,False,False
Region_01,Affiliate,2021-10-18,1165.986272496512,108570.7740714761,,,False,False,False,False
Region_01,Affiliate,2021-10-25,1216.5020359723085,125384.64098128791,,,False,False,False,False
Region_01,Affiliate,2021-11-01,1203.379708320351,145941.5141489858,,,False,False,False,False
Region_01,Affiliate,2021-11-08,1232.4023654960358,114203.7949362347,,,False,False,False,False
Region_01,Affiliate,2021-11-15,1299.5665559265217,123697.57532213004,,,False,False,False,False
Region_01,Affiliate,2021-11-22,1329.9914485297495,138698.17102280504,,,False,False,False,False
Region_01,Affiliate,2021-11-29,1562.0397309966174,166189.46547645915,,,False,False,False,False
Region_01,Affiliate,2021-12-06,1494.1215287849168,159929.647336529,,,False,False,False,False
Region_01,Affiliate,2021-12-13,1369.155102329769,125804.41455095987,,,False,False,False,False
Region_01,Affiliate,2021-12-20,1580.6542662771997,149875.39160195726,,,False,False,False,False
Region_01,Affiliate,2021-12-27,1370.9192537656136,140078.33599520795,,,False,False,False,False
Region_01,Affiliate,2022-01-03,1363.551818509559,154701.00343293877,,,False,False,False,False
Region_01,Affiliate,2022-01-10,1376.1814186166996,134374.99390469937,,,False,False,False,False
Region_01,Affiliate,2022-01-17,1163.5039595790688,116091.20160113322,,,False,False,False,False
Region_01,Affiliate,2022-01-24,1294.8421142622435,116858.76986542308,,,False,False,False,False
Region_01,Affiliate,2022-01-31,1290.6568322612295,155499.75098917133,,,False,False,False,False
Region_01,Affiliate,2022-02-07,1348.33444403669,136929.5508649061,,,False,False,False,False
Region_01,Affiliate,2022-02-14,1353.1017843552838,150708.1581112907,,,False,False,False,False
Region_01,Affiliate,2022-02-21,1305.4337574342292,130934.24799837578,,,False,False,False,False
Region_01,Affiliate,2022-02-28,1276.3323084330775,128726.1749303592,,,False,False,False,False
Region_01,Affiliate,2022-03-07,1322.3338124229645,113810.81041878376,,,False,False,False,False
Region_01,Affiliate,2022-03-14,1241.7547796106264,100145.03879178072,,,False,False,False,False
Region_01,Affiliate,2022-03-21,1198.272789871767,135807.96764962055,,,False,False,False,False
Region_01,Affiliate,2022-03-28,1182.2236822259197,119148.80200181868,,,False,False,False,False
Region_01,Affiliate,2022-04-04,1268.1138240843593,129456.33164540962,,,False,False,False,False
Region_01,Affiliate,2022-04-11,1155.3793351001982,101971.51702947404,,,False,False,False,False
Region_01,Affiliate,2022-04-18,1109.25120756215,101346.86784858146,,,False,False,False,False
Region_01,Affiliate,2022-04-25,1030.6225815032687,114613.2542012574,,,False,False,False,False
Region_01,Affiliate,2022-05-02,1053.1970178181325,125338.09927943368,,,False,False,False,False
Region_01,Affiliate,2022-05-09,1104.1967849034943,103768.34510579806,,,False,False,False,False
Region_01,Affiliate,2022-05-16,1123.6268190907786,120166.73055039768,,,False,False,False,False
Region_01,Affiliate,2022-05-23,1098.5610787198589,111963.60828661406,,,False,False,False,False
Region_01,Affiliate,2022-05-30,1149.444740812822,113567.37619695616,,,False,False,False,False
Region_01,Affiliate,2022-06-06,1097.7872394589394,132113.66378376863,,,False,False,False,False
Region_01,Affiliate,2022-06-13,1078.9868728693864,103117.8533672686,,,False,False,False,False
Region_01,Affiliate,2022-06-20,1164.6419562865055,131848.71354739348,,,False,False,False,False
Region_01,Affiliate,2022-06-27,1209.5993152247854,125662.74331885714,,,False,False,False,False
Region_01,Affiliate,2022-07-04,1068.7610869258576,106695.7545331536,,,False,False,False,False
Region_01,Affiliate,2022-07-11,1143.488570464683,131164.94358237006,,,False,False,False,False
Region_01,Affiliate,2022-07-18,1027.0467169573542,105728.1370282909,,,False,False,False,False
Region_01,Affiliate,2022-07-25,1049.4340346958188,103936.3234671238,,,False,False,False,False
Region_01,Affiliate,2022-08-01,1097.002629041654,125926.1949733222,,,False,False,False,False
Region_01,Affiliate,2022-08-08,1195.796431995983,135491.4915074993,,,False,False,False,False
Region_01,Affiliate,2022-08-15,1086.751430634811,122554.9407579182,,,False,False,False,False
Region_01,Affiliate,2022-08-22,1084.8283585333756,73538.68037560256,,,False,False,False,False
Region_01,Affiliate,2022-08-29,1132.2657793922406,118321.86590112765,,,False,False,False,False
Region_01,Affiliate,2022-09-05,1132.7708475947657,115705.55140767922,,,False,False,False,False
Region_01,Affiliate,2022-09-12,1088.0509259864775,108426.42310582242,,,False,False,False,False
Region_01,Affiliate,2022-09-19,1251.871715927981,133058.37656925898,,,False,False,False,False
Region_01,Affiliate,2022-09-26,1122.191252641099,115181.49742273144,,,False,False,False,False
Region_01,Affiliate,2022-10-03,1150.2784895979091,123094.8265180646,,,False,False,False,False
Region_01,Affiliate,2022-10-10,1131.860147848081,110193.3371059613,,,False,False,False,False
Region_01,Affiliate,2022-10-17,1198.1972651572262,139185.335956562,,,False,False,False,False
Region_01,Affiliate,2022-10-24,1273.4624312659375,137662.3736666913,,,False,False,False,False
Region_01,Affiliate,2022-10-31,1337.543447651654,141211.3251836081,,,False,False,False,False
Region_01,Affiliate,2022-11-07,1224.4646876736156,128643.4299435344,,,False,False,False,False
Region_01,Affiliate,2022-11-14,1392.6678924903376,156353.5159599036,,,False,False,False,False
Region_01,Affiliate,2022-11-21,1402.0326268964743,155284.98236967853,,,False,False,False,False
Region_01,Affiliate,2022-11-28,1473.660005109574,145713.4593971592,,,False,False,False,False
Region_01,Affiliate,2022-12-05,1423.9107178174097,157214.06325960238,,,False,False,False,False
Region_01,Affiliate,2022-12-12,1426.6390270381296,145168.73523881065,,,False,False,False,False
Region_01,Affiliate,2022-12-19,1499.1013198279136,181585.87341698704,,,False,False,False,False
Region_01,Affiliate,2022-12-26,1472.4311819491838,164326.9214431206,,,False,False,False,False
Region_01,Affiliate,2023-01-02,1475.4485514486769,138597.11903699877,,,False,False,False,False
Region_01,Affiliate,2023-01-09,1331.6581197129683,168118.00225664725,,,False,False,False,False
Region_01,Affiliate,2023-01-16,1279.7253696872058,103711.3648084074,,,False,False,False,False
Region_01,Affiliate,2023-01-23,1161.0247235812494,123743.22563640492,,,False,False,False,False
Region_01,Affiliate,2023-01-30,1227.9062233536874,114532.18950190429,,,False,False,False,False
Region_01,Affiliate,2023-02-06,1311.2212499980951,158277.08034359626,,,False,False,False,False
Region_01,Affiliate,2023-02-13,1259.7326507561486,129198.54233237148,,,False,False,False,False
Region_01,Affiliate,2023-02-20,1367.7405629606276,126336.72888058814,,,False,False,False,False
Region_01,Affiliate,2023-02-27,1205.2983231919304,117360.19814456992,,,False,False,False,False
Region_01,Affiliate,2023-03-06,1225.2336477394383,114080.9858965751,,,False,False,False,False
Region_01,Affiliate,2023-03-13,1197.702274750069,116163.35559600744,,,False,False,False,False
Region_01,Affiliate,2023-03-20,1272.6509000920396,123150.53543007952,,,False,False,False,False
Region_01,Affiliate,2023-03-27,1140.7050765433855,105815.93881843376,,,False,False,False,False
Region_01,Affiliate,2023-04-03,1185.7927975303148,121825.31147726168,,,False,False,False,False
Region_01,Affiliate,2023-04-10,1159.0898078833766,120533.49137952378,,,False,False,False,False
Region_01,Affiliate,2023-04-17,1193.1855827555412,108003.78119823831,,,False,False,False,False
Region_01,Affiliate,2023-04-24,1185.5162513599637,100436.0939912034,,,False,False,False,False
Region_01,Affiliate,2023-05-01,1131.9136083032035,116766.41547649926,,,False,False,False,False
Region_01,Affiliate,2023-05-08,1040.5080943256244,109735.33127201782,,,False,False,False,False
Region_01,Affiliate,2023-05-15,1119.0138421490549,120378.34543934344,,,False,False,False,False
Region_01,Affiliate,2023-05-22,1130.702068620271,119477.29622938564,,,False,False,False,False
Region_01,Affiliate,2023-05-29,1148.0632691002054,134359.3964096212,,,False,False,False,False
Region_01,Affiliate,2023-06-05,1090.7857100598874,120515.12288336772,,,False,False,False,False
Region_01,Affiliate,2023-06-12,1198.230675512127,156647.65338494154,,,False,False,False,False
Region_01,Affiliate,2023-06-19,1132.600590648119,154431.6033980989,,,False,False,False,False
Region_01,Affiliate,2023-06-26,1080.9587706217674,90668.348321363,,,False,False,False,False
Region_01,Affiliate,2023-07-03,1106.2775838509262,88806.26279200034,,,False,False,False,False
Region_01,Affiliate,2023-07-10,1246.548766923,124562.77460202428,,,False,False,False,False
Region_01,Affiliate,2023-07-17,1170.2414940719132,123076.18596042288,,,False,False,False,False
Region_01,Affiliate,2023-07-24,1192.979839482165,118396.11732528349,,,False,False,False,False
Region_01,Affiliate,2023-07-31,1074.6488371125904,115298.24150178223,,,False,False,False,False
Region_01,Affiliate,2023-08-07,1093.8228592615335,106465.90032113224,,,False,False,False,False
Region_01,Affiliate,2023-08-14,1094.295038664965,102093.13299618568,,,False,False,False,False
Region_01,Affiliate,2023-08-21,1142.820890429445,108243.22423485693,,,False,False,False,False
Region_01,Affiliate,2023-08-28,1122.7369211874063,110048.67116726408,,,False,False,False,False
Region_01,Affiliate,2023-09-04,1105.6029326973926,120290.81232115462,,,False,False,False,False
Region_01,Affiliate,2023-09-11,1113.4841644540209,106058.42298557585,,,False,False,False,False
Region_01,Affiliate,2023-09-18,1091.638548779376,106054.50275904374,,,False,False,False,False
Region_01,Affiliate,2023-09-25,1129.316101478291,119558.29778269268,,,False,False,False,False
Region_01,Affiliate,2023-10-02,1211.7169281701836,118786.62886901364,,,False,False,False,False
Region_01,Affiliate,2023-10-09,1072.8804607614104,119963.59142277551,,,False,False,False,False
Region_01,Affiliate,2023-10-16,1195.0596189685891,109007.38554789536,,,False,False,False,False
Region_01,Affiliate,2023-10-23,1285.3727101181123,114730.11376710005,,,False,False,False,False
Region_01,Affiliate,2023-10-30,1222.068010650794,125986.85848672473,,,False,False,False,False
Region_01,Affiliate,2023-11-06,1241.3823174130748,129259.82979145614,,,False,False,False,False
Region_01,Affiliate,2023-11-13,1383.2631077986307,126864.49082366104,,,False,False,False,False
Region_01,Affiliate,2023-11-20,1301.1910702695864,148830.75368367688,,,False,False,False,False
Region_01,Affiliate,2023-11-27,1404.862938729149,170307.15697683542,,,False,False,False,False
Region_01,Affiliate,2023-12-04,1360.7837727254664,127797.32389398445,,,False,False,False,False
Region_01,Affiliate,2023-12-11,1314.189626566832,152493.2717447065,,,False,False,False,False
Region_01,Affiliate,2023-12-18,1422.666128850837,112111.02058235994,,,False,False,False,False
Region_01,Affiliate,2023-12-25,1320.5683925383514,147060.43974185013,,,False,False,False,False
Region_01,Out_of_Home,2021-01-04,1327.5873768888644,319902.8947978522,,,False,False,False,False
Region_01,Out_of_Home,2021-01-11,1272.004558645301,260649.80478854716,,,False,False,False,False
Region_01,Out_of_Home,2021-01-18,1289.6113146542384,363656.08479244425,,,True,False,False,False
Region_01,Out_of_Home,2021-01-25,1307.218070663176,294935.9284137334,,,False,False,False,False
Region_01,Out_of_Home,2021-02-01,1424.3356537151487,362182.3831581728,,,False,False,False,False
Region_01,Out_of_Home,2021-02-08,1312.4341001471173,284620.95280991733,,,False,False,False,False
Region_01,Out_of_Home,2021-02-15,1231.8549786112187,327685.2804548888,,,False,False,False,False
Region_01,Out_of_Home,2021-02-22,1360.5281444284644,314440.3148165764,,,False,False,False,False
Region_01,Out_of_Home,2021-03-01,1335.982587778302,298130.6363264754,,,False,False,False,False
Region_01,Out_of_Home,2021-03-08,1233.7234649961354,285435.94661224494,,,False,False,True,False
Region_01,Out_of_Home,2021-03-15,1170.1548716907034,272741.2568980144,,,False,False,False,False
Region_01,Out_of_Home,2021-03-22,1189.9199586880377,280880.98860047443,,,False,False,False,False
Region_01,Out_of_Home,2021-03-29,1116.1241806304542,283865.91889645305,,,False,False,False,False
Region_01,Out_of_Home,2021-04-05,1000.4985598960352,270956.50202991534,,,False,False,False,False
Region_01,Out_of_Home,2021-04-12,1126.734706311722,259548.7842765504,,,False,False,False,False
Region_01,Out_of_Home,2021-04-19,1144.3991944386357,257261.52280541087,,,True,False,False,False
Region_01,Out_of_Home,2021-04-26,1162.0636825655492,291198.9602458274,,,False,False,False,False
Region_01,Out_of_Home,2021-05-03,1039.3541045435084,274235.0657468747,,,False,False,False,False
Region_01,Out_of_Home,2021-05-10,1088.3232646910485,314937.6427273645,,,False,False,False,False
Region_01,Out_of_Home,2021-05-17,1088.255067277297,244423.77847313488,,,False,False,False,False
Region_01,Out_of_Home,2021-05-24,1078.584103560333,261207.0462562372,,,False,False,False,False
Region_01,Out_of_Home,2021-05-31,1079.4781389420548,303541.1663576394,,,False,False,False,False
Region_01,Out_of_Home,2021-06-07,1074.6737064098354,327270.63483328675,,,False,False,False,False
Region_01,Out_of_Home,2021-06-14,1083.5057581332323,245268.5356772271,,,False,False,False,False
Region_01,Out_of_Home,2021-06-21,1111.947905189941,258189.30928230917,,,False,False,False,False
Region_01,Out_of_Home,2021-06-28,1138.329978878378,295637.24670103256,,,False,False,False,False
Region_01,Out_of_Home,2021-07-05,1030.6615685760812,243200.81452553984,,,False,False,False,False
Region_01,Out_of_Home,2021-07-12,1060.6397485586258,245773.4077772504,,,False,False,False,False
Region_01,Out_of_Home,2021-07-19,1046.8930264155074,268200.47278261976,,,False,False,False,False
Region_01,Out_of_Home,2021-07-26,1038.8805514483176,303246.6964126076,,,False,False,False,False
Region_01,Out_of_Home,2021-08-02,985.2081774842344,216071.7170402727,,,False,False,False,False
Region_01,Out_of_Home,2021-08-09,1068.854947218735,310406.35488645214,,,False,False,False,False
Region_01,Out_of_Home,2021-08-16,1092.9022029712414,257964.1767343051,,,False,False,False,False
Region_01,Out_of_Home,2021-08-23,1058.288370577961,273880.7980918629,,,False,False,False,False
Region_01,Out_of_Home,2021-08-30,1065.6691849759238,312357.677835408,,,False,False,False,False
Region_01,Out_of_Home,2021-09-06,1088.5607284295816,281139.1291019207,,,False,False,False,False
Region_01,Out_of_Home,2021-09-13,1144.4021169329264,277714.6492670788,,,False,False,False,False
Region_01,Out_of_Home,2021-09-20,1045.7385140492752,280900.86906207685,,,False,False,False,False
Region_01,Out_of_Home,2021-09-27,1010.3620454278448,248254.15130715744,,,False,False,False,False
Region_01,Out_of_Home,2021-10-04,1073.0590699150048,282621.7796579073,,,False,False,False,False
Region_01,Out_of_Home,2021-10-11,1197.0188550339583,293191.7982469325,,,False,False,False,False
Region_01,Out_of_Home,2021-10-18,1045.2914555452985,274039.2856394016,,,False,False,True,False
Region_01,Out_of_Home,2021-10-25,1172.082018798143,254886.7730318707,,,False,False,False,False
Region_01,Out_of_Home,2021-11-01,1240.476117732276,280228.1316382873,,,False,False,False,False
Region_01,Out_of_Home,2021-11-08,1079.6040767207037,234431.27010030384,,,False,False,False,False
Region_01,Out_of_Home,2021-11-15,1291.0233105319417,320939.66399385687,,,False,False,False,False
Region_01,Out_of_Home,2021-11-22,1354.5428051396966,290606.77950364817,,,False,False,False,False
Region_01,Out_of_Home,2021-11-29,1338.7114007700968,312306.5602862532,,,False,False,False,False
Region_01,Out_of_Home,2021-12-06,1341.237334545299,300156.08698444784,,,False,False,False,False
Region_01,Out_of_Home,2021-12-13,1354.346541274681,304186.83668494556,,,False,False,True,False
Region_01,Out_of_Home,2021-12-20,1361.2632109265,308217.5863854433,,,False,False,False,False
Region_01,Out_of_Home,2021-12-27,1333.5219408123614,293134.0068221464,,,False,False,False,False
Region_01,Out_of_Home,2022-01-03,1278.3058836909547,327612.1516260663,,,False,False,False,False
Region_01,Out_of_Home,2022-01-10,1237.8900690764144,366336.1690246581,,,False,False,False,False
Region_01,Out_of_Home,2022-01-17,1299.022164908591,321007.98895663023,,,False,False,False,False
Region_01,Out_of_Home,2022-01-24,1178.1609885471958,293402.0127312857,,,False,False,False,False
Region_01,Out_of_Home,2022-01-31,1164.2866392829928,331174.4370271879,,,False,False,False,False
Region_01,Out_of_Home,2022-02-07,1356.321778673546,370206.2611782716,,,False,False,False,False
Region_01,Out_of_Home,2022-02-14,1257.1949461115084,327957.9576593369,,,False,False,False,False
Region_01,Out_of_Home,2022-02-21,1225.2064524470927,288973.85226537025,,,False,False,False,False
Region_01,Out_of_Home,2022-02-28,1213.2206903397246,317454.7408061489,,,False,False,False,False
Region_01,Out_of_Home,2022-03-07,1198.6397104282237,261535.4523866556,,,False,False,False,False
Region_01,Out_of_Home,2022-03-14,1122.487682582388,263654.8154319508,,,False,False,False,False
Region_01,Out_of_Home,2022-03-21,1150.6587549753267,331935.8713722116,,,False,False,False,False
Region_01,Out_of_Home,2022-03-28,1045.575587864812,297742.1137986712,,,False,False,False,False
Region_01,Out_of_Home,2022-04-04,1062.3063154080537,277453.04221224686,,,False,False,False,False
Region_01,Out_of_Home,2022-04-11,953.753720850395,196600.8931372013,,,False,False,False,False
Region_01,Out_of_Home,2022-04-18,1120.719474611214,248293.0327152463,,,False,False,False,False
Region_01,Out_of_Home,2022-04-25,1042.4189791727538,243485.55754941556,,,False,False,False,False
Region_01,Out_of_Home,2022-05-02,1084.1897859875655,266433.3135591028,,,False,False,False,False
Region_01,Out_of_Home,2022-05-09,1071.794319252568,236454.06971613967,,,False,False,False,False
Region_01,Out_of_Home,2022-05-16,1074.4800426668355,262084.35270462805,,,False,False,False,False
Region_01,Out_of_Home,2022-05-23,1044.0808639559823,311477.58707546105,,,False,False,False,False
Region_01,Out_of_Home,2022-05-30,1064.2571446013253,276945.72393777705,,,False,False,False,False
Region_01,Out_of_Home,2022-06-06,994.2285902912184,254056.18722577428,,,False,False,False,False
Region_01,Out_of_Home,2022-06-13,1015.4991679711165,222040.91776277256,,,True,False,False,False
Region_01,Out_of_Home,2022-06-20,1036.7697456510148,220009.8470952963,,,False,False,False,False
Region_01,Out_of_Home,2022-06-27,1006.6519625282756,222576.5775504638,,,False,False,False,False
Region_01,Out_of_Home,2022-07-04,1117.782250950906,236244.80866561385,,,False,False,False,False
Region_01,Out_of_Home,2022-07-11,1060.0174705149514,267000.31380319694,,,False,False,False,False
Region_01,Out_of_Home,2022-07-18,1003.163882089052,260605.66059534135,,,False,False,False,False
Region_01,Out_of_Home,2022-07-25,1025.1726876911955,232709.98920356607,,,False,False,False,False
Region_01,Out_of_Home,2022-08-01,1045.5522875466695,265283.2445382522,,,False,False,False,False
Region_01,Out_of_Home,2022-08-08,1034.5403632302955,299560.83957368095,,,False,False,False,False
Region_01,Out_of_Home,2022-08-15,1051.7163809438814,319786.674147952,,,False,False,False,False
Region_01,Out_of_Home,2022-08-22,1040.5931793759685,280982.6344401887,,,False,False,False,False
Region_01,Out_of_Home,2022-08-29,967.0096585384608,265756.5716822574,,,False,False,True,False
Region_01,Out_of_Home,2022-09-05,930.818812147766,250530.5089243261,,,False,False,False,False
Region_01,Out_of_Home,2022-09-12,1017.7056890881316,291253.11076840915,,,False,False,False,False
Region_01,Out_of_Home,2022-09-19,1067.8271631035375,218407.80910894892,,,False,False,False,False
Region_01,Out_of_Home,2022-09-26,1022.9037145232868,296578.8691231082,,,False,False,False,False
Region_01,Out_of_Home,2022-10-03,1114.85347654214,263940.90170455683,,,False,False,False,False
Region_01,Out_of_Home,2022-10-10,1056.705237450706,250415.2207803721,,,False,False,False,False
Region_01,Out_of_Home,2022-10-17,1152.6104754327116,278104.64649657905,,,False,False,False,False
Region_01,Out_of_Home,2022-10-24,1168.456389633607,301615.4568654321,,,False,False,False,False
Region_01,Out_of_Home,2022-10-31,1199.5688022012037,268351.49057822046,,,False,False,False,False
Region_01,Out_of_Home,2022-11-07,1112.3539108088855,270279.8556753494,,,False,False,False,False
Region_01,Out_of_Home,2022-11-14,1230.6575953669103,324257.2866977518,,,False,False,False,False
Region_01,Out_of_Home,2022-11-21,1358.2327020867706,347061.64439302974,,,False,False,False,False
Region_01,Out_of_Home,2022-11-28,1337.0001312570255,347224.2294352135,,,False,False,False,False
Region_01,Out_of_Home,2022-12-05,1384.5206991241764,335096.3360404256,,,False,False,False,False
Region_01,Out_of_Home,2022-12-12,1265.116185537372,338998.566021011,,,False,False,False,False
Region_01,Out_of_Home,2022-12-19,1480.636034191065,411403.4151007843,,,False,False,False,False
Region_01,Out_of_Home,2022-12-26,1264.9529211608155,356070.04934942245,,,False,False,True,False
Region_01,Out_of_Home,2023-01-02,1152.5917882087788,300736.68359806057,,,False,False,False,False
Region_01,Out_of_Home,2023-01-09,1202.881900565404,330322.82707619225,,,False,False,False,False
Region_01,Out_of_Home,2023-01-16,1052.6670144989232,287118.1874255691,,,False,False,False,False
Region_01,Out_of_Home,2023-01-23,1228.1648554483274,376585.4878523493,,,True,False,False,False
Region_01,Out_of_Home,2023-01-30,1403.6626963977317,396371.79889551183,,,False,False,False,False
Region_01,Out_of_Home,2023-02-06,1217.7654622533494,301751.5797379452,,,False,False,False,False
Region_01,Out_of_Home,2023-02-13,1148.7350954422534,262159.8439500351,,,False,False,False,False
Region_01,Out_of_Home,2023-02-20,1141.216614876535,296096.108262096,,,True,False,False,False
Region_01,Out_of_Home,2023-02-27,1133.6981343108168,274175.2242840483,,,False,False,False,False
Region_01,Out_of_Home,2023-03-06,1203.7836377880813,316737.3249758894,,,False,False,False,False
Region_01,Out_of_Home,2023-03-13,1071.1975688657396,314016.36304788594,,,False,False,True,False
Region_01,Out_of_Home,2023-03-20,1105.2412856406418,311295.4011198824,,,False,False,False,False
Region_01,Out_of_Home,2023-03-27,1006.824181049014,219051.2277199572,,,False,False,False,False
Region_01,Out_of_Home,2023-04-03,1193.562652424853,253446.0714113699,,,False,False,False,False
Region_01,Out_of_Home,2023-04-10,1061.8452084994335,261898.61796884687,,,False,False,False,False
Region_01,Out_of_Home,2023-04-17,1034.4907635487325,234326.3949550858,,,True,False,False,False
Region_01,Out_of_Home,2023-04-24,1007.1363185980316,222015.79057066425,,,False,False,False,False
Region_01,Out_of_Home,2023-05-01,991.0825827092424,232478.2115659596,,,False,False,False,False
Region_01,Out_of_Home,2023-05-08,979.0611766821386,226818.7375490876,,,False,False,False,False
Region_01,Out_of_Home,2023-05-15,976.5685329473854,244389.68037654003,,,False,False,False,False
Region_01,Out_of_Home,2023-05-22,1103.8341324926305,259356.49225842385,,,False,False,False,False
Region_01,Out_of_Home,2023-05-29,986.656530873965,233717.74956845192,,,False,False,False,False
Region_01,Out_of_Home,2023-06-05,911.3038224929986,227715.1288976611,,,False,False,False,False
Region_01,Out_of_Home,2023-06-12,955.7269087087072,264436.72767690994,,,False,False,False,False
Region_01,Out_of_Home,2023-06-19,1060.6008969266709,307160.7099544317,,,False,False,False,False
Region_01,Out_of_Home,2023-06-26,999.271188345453,253536.70279286543,,,False,False,False,False
Region_01,Out_of_Home,2023-07-03,1004.6324830245576,256887.1840209047,,,False,False,False,False
Region_01,Out_of_Home,2023-07-10,1071.7099679262467,263064.0897801431,,,False,False,False,False
Region_01,Out_of_Home,2023-07-17,971.7519432009742,254915.2330055301,,,False,False,False,False
Region_01,Out_of_Home,2023-07-24,1042.12688574317,270899.1363976058,,,False,False,False,False
Region_01,Out_of_Home,2023-07-31,975.982652904743,278588.34318392124,,,False,False,False,False
Region_01,Out_of_Home,2023-08-07,1038.029298874348,214844.4903169304,,,False,False,False,False
Region_01,Out_of_Home,2023-08-14,988.5028229577068,241398.08190392065,,,False,False,False,False
Region_01,Out_of_Home,2023-08-21,995.431991473082,257443.7966940915,,,False,False,False,False
Region_01,Out_of_Home,2023-08-28,1049.2939351969349,261634.89920102488,,,False,False,False,False
Region_01,Out_of_Home,2023-09-04,1045.3633809505588,237913.7403784792,,,False,False,False,False
Region_01,Out_of_Home,2023-09-11,1015.2852733209222,219329.8445860268,,,True,False,False,False
Region_01,Out_of_Home,2023-09-18,985.2071656912856,266984.29088685144,,,False,False,False,False
Region_01,Out_of_Home,2023-09-25,1096.1254888893206,269593.73415327835,,,False,False,True,False
Region_01,Out_of_Home,2023-10-02,1048.5473085636963,272203.17741970526,,,False,False,True,False
Region_01,Out_of_Home,2023-10-09,1009.0116447992868,274812.62068613217,,,False,False,False,False
Region_01,Out_of_Home,2023-10-16,1012.6062089534385,265041.553707247,,,False,False,False,False
Region_01,Out_of_Home,2023-10-23,1127.8680523586215,278718.60245311644,,,False,False,False,False
