geo,time,population,price_index,promo_flag,holiday_flag,temperature_c,consumer_climate_index,competitor_spend_proxy_eur,organic_search_clicks,social_organic_reach,distribution_points,assortment_breadth_skus,revenue_eur,website_sessions
Region_01,2021-11-15,5148593.843771477,99.91301362259165,0,1,5.799858171400449,1.3742808963548152,17804.69943809338,1156.5970060509785,13937.271468148752,7.0,3090,496885.9687299781,11578.279407257183
Region_01,2021-11-22,5148593.843771477,98.67281060534101,0,1,5.221023812602009,0.8006959598303554,23110.451658428843,968.8095487987129,13437.18304399586,7.0,3092,489563.3835237901,11116.893952676299
Region_01,2021-11-29,5148593.843771477,98.41125565381608,0,1,3.3554576738534294,0.5856977317264819,24630.257565465483,938.8962530942908,14953.857745816864,7.0,3094,511090.58686698624,10922.818283817513
Region_01,2021-12-06,5148593.843771477,98.64546065892947,0,1,3.578528270601228,0.3651547258518484,16144.19135028177,1067.8748310926296,13002.796161362512,7.0,3096,484127.1370114483,10828.60970471248
Region_01,2021-12-13,5148593.843771477,98.11368771645121,0,1,3.834218918537526,0.1850176959564857,21594.57507036352,969.6930292566523,12922.04369361885,7.0,3098,494390.4356179426,12690.65526746904
Region_01,2021-12-20,5148593.843771477,98.36958381366911,0,1,2.384278792115394,-0.13593404459184072,13158.137376336494,839.5996441802847,16432.158696343708,7.0,3100,479531.6068934659,11562.34819018532
Region_01,2021-12-27,5148593.843771477,98.5859234186259,0,0,4.148745033204206,-0.12277723370155713,22408.24874593093,1211.3640252209618,10879.323950942096,7.0,3102,457563.72713225824,10939.143880450598
Region_01,2022-01-03,5148593.843771477,98.0770627051498,0,0,0.46431095563745206,0.2964303504679654,16786.188114190023,994.9290925086533,13732.713085660924,7.0,3104,471268.29366567347,12143.052392914895
Region_01,2022-01-10,5148593.843771477,98.0709215534968,1,0,1.5353236651403932,0.33557696038818224,21561.681343986616,988.6051256612234,12507.723800845462,7.0,3106,535155.4114999761,11252.513849990773
Region_01,2022-01-17,5148593.843771477,98.48341709517064,0,0,1.5308522085201683,-0.01880417631339243,22176.775342037363,955.5057464806398,14357.839098284516,7.0,3108,480644.80852879153,11182.227475683236
Region_01,2022-01-24,5148593.843771477,98.04520597994038,0,0,3.4907271995609443,-0.3280753472730717,23425.33331961561,923.1364660429551,9853.941777333972,7.0,3110,473805.4956066549,12742.484865945455
Region_01,2022-01-31,5148593.843771477,97.94230070114973,0,0,0.7651398007852026,-0.441190692035919,22631.20232266003,950.2460409417373,14583.12256403626,7.0,3112,479932.2025848865,10781.235622920232
Region_01,2022-02-07,5148593.843771477,98.5174202601403,0,0,5.588090983522571,-0.8658726464045086,19969.00924808832,914.4559307635702,11762.93107620131,7.0,3114,408194.3109042449,11620.424218702554
Region_01,2022-02-14,5148593.843771477,98.0886042277607,0,0,4.85457558537377,-0.7745355212162511,18703.7831080366,818.9672423014781,11558.416961714822,7.0,3116,465582.4204148466,11115.772916519803
Region_01,2022-02-21,5148593.843771477,98.31818337066176,0,0,7.320460443000593,-0.3686058602862174,19582.550435890626,840.8537605476633,10589.174163890724,7.0,3118,479046.68047148985,11026.942271152135
Region_01,2022-02-28,5148593.843771477,97.77858781651562,0,0,5.394625206073675,-0.5413771241059793,16749.979897533318,925.9152705050749,10638.370662523123,7.0,3120,460573.910820657,10652.74207166235
Region_01,2022-03-07,5148593.843771477,97.69810686491812,0,0,5.456735675174219,-0.5185369520722899,19183.37642670638,852.0206167965102,11459.163038420515,7.0,3122,456241.3209172177,11445.085249884474
Region_01,2022-03-14,5148593.843771477,97.92147022220506,0,0,8.148820038301157,-0.6472251583736516,18957.373108004973,1013.6033841309303,9692.520006754654,7.0,3124,436263.9110539984,10912.762992553751
Region_01,2022-03-21,5148593.843771477,96.7192068272367,1,0,9.631322302570949,-0.8361135137566986,17594.11570573389,1107.0180068032398,10796.456503045378,7.0,3126,464483.1518523773,11805.642323317797
Region_01,2022-03-28,5148593.843771477,96.45204528667739,0,0,7.964075297250097,-0.7792406933799558,15250.591704592907,808.0556063414108,10789.488071911703,7.0,3128,439087.37366196717,11387.828198889809
Region_01,2022-04-04,5148593.843771477,96.66671125027058,0,0,7.003605238624525,-0.9782323425134194,16350.473671785485,710.8039782391058,9314.178018579774,7.0,3130,480849.2724174113,11196.588848904781
Region_01,2022-04-11,5148593.843771477,96.77963330486978,0,0,8.224895354201173,-1.2207524782604124,12345.363318000911,923.8405892928555,9538.336832002875,7.0,3132,493588.50490780006,10949.581088639281
Region_01,2022-04-18,5148593.843771477,96.51844411255122,0,0,12.30660270307093,-1.7065398928392388,18908.57280007891,827.4771849760299,10694.30112553457,7.0,3134,503272.10932157526,12249.136864280825
Region_01,2022-04-25,5148593.843771477,95.96615310976064,1,0,15.147123178148917,-1.687163424517645,20902.569260936038,792.0383394491199,8568.924715808593,7.0,3136,453006.11799984606,11822.34959788814
Region_01,2022-05-02,5148593.843771477,96.28038555085776,0,0,11.766527377263124,-1.3670606060318342,13242.248331097819,866.6699586170886,8571.292028936474,7.0,3138,443800.19049350027,11007.029013360485
Region_01,2022-05-09,5148593.843771477,96.11918218209685,0,0,14.135968459009609,-1.1548679694691326,20518.04006401595,853.2531335186686,10166.580338697759,7.0,3140,440868.09258840996,10627.413314826525
Region_01,2022-05-16,5148593.843771477,96.39185578291135,0,0,14.78230693757845,-0.7072699702445497,19441.81504428357,1109.5879507970378,10168.173924277313,7.0,3142,435736.362615918,10370.824277421234
Region_01,2022-05-23,5148593.843771477,96.58196735067011,0,0,18.86888408620608,-0.9096246066634218,16598.028463632265,945.4435813772249,9275.756948153481,7.0,3144,434565.15472631674,12005.384413375461
Region_01,2022-05-30,5148593.843771477,96.35825820788587,0,0,19.971914556780362,-0.6543817904514153,18562.00044558551,979.0468774642534,8836.041213520102,7.0,3146,446358.5206805631,11887.288145391783
Region_01,2022-06-06,5148593.843771477,96.8945390793832,0,0,17.720327237649578,-0.9851715760050569,23182.968903399593,915.7255601252955,10158.06273009391,7.0,3148,477565.3749060839,12009.515793652678
Region_01,2022-06-13,5148593.843771477,96.5974002743651,0,0,18.827130491865546,-0.7723939822866883,17110.09989363944,918.0864609654394,9657.470115467671,7.0,3150,441517.39003217156,11338.966755755278
Region_01,2022-06-20,5148593.843771477,97.19262726144106,0,0,19.07283303088321,-0.27913779858955695,20037.88930721468,934.6507723903317,8453.444500795677,7.0,3152,481218.2630155684,11815.093836420683
Region_01,2022-06-27,5148593.843771477,97.85327352671483,0,0,16.02118863833092,-0.12962334765592257,20859.024223278004,866.4532157268385,8760.156233623153,7.0,3154,488980.83208162396,11968.341525153111
Region_01,2022-07-04,5148593.843771477,98.37833086395993,1,0,19.047784523153798,0.36892013742719965,17504.64351334773,914.161456770788,9137.61885152281,7.0,3156,477762.3835092887,11317.91168843004
Region_01,2022-07-11,5148593.843771477,98.28805028727679,0,0,16.412261285834294,0.189300538004404,23035.532984616624,920.7605738809286,9234.188797234943,7.0,3158,485762.90260556666,11181.327793771632
Region_01,2022-07-18,5148593.843771477,99.56158985946078,0,0,17.510230795943492,0.14903121835039035,21038.90677241317,909.0873590860342,9456.454944752988,7.0,3160,425393.8659227292,10849.926016048024
Region_01,2022-07-25,5148593.843771477,99.6375120890054,0,0,19.189735509108015,-0.12567389020173803,19067.982976474053,1006.3725124552207,10258.030515402494,7.0,3162,443413.9112814088,11673.3278737827
Region_01,2022-08-01,5148593.843771477,99.75804032842863,0,0,17.205048193935966,-0.1152369356651091,28227.12390016346,1081.3014418861965,8964.850885280257,7.0,3164,460010.6786301828,11747.464539522092
Region_01,2022-08-08,5148593.843771477,99.74700965580958,0,0,18.237615588739814,-0.034334789533682256,23050.421391292202,895.3103185836305,7985.027541974965,7.0,3166,460262.18579718017,11174.721971605202
Region_01,2022-08-15,5148593.843771477,99.18212641728141,0,0,17.936981148351656,-0.02652427074396379,15377.004089189706,831.1217240711251,9679.503434950235,7.0,3168,489252.61323221616,11236.661493279977
Region_01,2022-08-22,5148593.843771477,99.8296630359738,0,0,12.669580722932572,-0.16876595493573865,18679.444125936076,895.35035546216,9352.539608553314,7.0,3170,432623.5914073444,11248.805298868467
Region_01,2022-08-29,5148593.843771477,99.54346132114182,0,0,11.277971629528311,-0.31598068314764827,28668.348557713838,906.2989044265478,8172.910170201701,7.0,3172,443442.2129957787,11880.176580445455
Region_01,2022-09-05,5148593.843771477,100.00326683416047,1,0,15.460924058596824,-0.2124295055526365,17089.599530227828,888.3104680723336,9320.001614580748,7.0,3174,467700.4177514187,10631.646772136779
Region_01,2022-09-12,5148593.843771477,100.58304338831975,0,0,14.64045015128959,-0.26021558465768585,20000.301616002427,1137.061104253094,9176.130488220913,7.0,3176,444447.32117940433,10799.602803829219
Region_01,2022-09-19,5148593.843771477,100.8847040785944,0,0,12.29941723875506,-0.6057564862083469,23818.11181300127,814.2701023808874,8192.161754906527,7.0,3178,431201.46097539755,10802.535123093678
Region_01,2022-09-26,5148593.843771477,100.53871944064524,0,0,11.55261746744828,-1.174942300000279,21837.867921545167,910.510763914132,8460.91066783787,7.0,3180,444808.4234286801,11319.715741924674
Region_01,2022-10-03,5148593.843771477,100.36818031288915,0,0,11.33957154712414,-1.3535888460795422,22315.19166642328,982.7801665107868,9778.76140252481,7.0,3182,451058.4824407664,11617.124729684136
Region_01,2022-10-10,5148593.843771477,99.02964222254849,0,0,10.347319924985195,-1.7682694670944807,22118.978387923707,1120.0279229066555,12147.277426014694,7.0,3184,494550.49510089075,10899.097523927427
Region_01,2022-10-17,5148593.843771477,98.97140839436518,0,0,7.629198711811449,-2.0189404636533013,19877.852938493994,1086.0449471028473,11828.189400724446,7.0,3186,436871.0330665202,12007.437888686038
Region_01,2022-10-24,5148593.843771477,99.37276348821518,0,0,8.596936256669032,-2.1459320389514827,17583.309467790972,1079.5616825943093,9733.737661579395,7.0,3188,480333.25084928726,12375.756402108887
Region_01,2022-10-31,5148593.843771477,99.25401094867422,0,0,5.7625049015190255,-2.1897617908186424,21136.722153559866,1013.1599914375555,10422.279252141903,7.0,3190,491071.9484188882,11713.663310639557
Region_01,2022-11-07,5148593.843771477,98.95897080254555,0,0,5.8208086773981424,-2.3895635403929196,18641.323151334644,1181.7806299199683,11487.987261256225,7.0,3192,450309.33122419333,12190.725165517812
Region_01,2022-11-14,5148593.843771477,98.81009734049081,0,1,4.995052417345614,-1.7322032079444698,18422.902748395605,1159.6734498692135,13713.618917890277,7.0,3194,494288.23032879573,11030.452663855538
Region_01,2022-11-21,5148593.843771477,99.41778032565031,0,1,2.722755366695595,-2.1105341180238595,24733.734186769816,1044.0198993676263,11426.622889906896,7.0,3196,500744.6880795225,11045.523792939706
Region_01,2022-11-28,5148593.843771477,99.39059748120359,0,1,2.3016481435372658,-1.747770380641739,18702.325727451607,1091.028876416927,15488.07392771153,7.0,3198,498217.7782365124,11889.717090073449
Region_01,2022-12-05,5148593.843771477,100.3195555694079,0,1,6.267515109946574,-1.7965407835495817,25577.59685976389,1300.3186529239251,15332.860584250493,7.0,3200,490383.6316880782,11610.053970099158
Region_01,2022-12-12,5148593.843771477,100.03418881696552,0,1,1.1820414293553174,-1.9937987009517595,20579.845775747046,968.3124756978201,16286.46104441097,7.0,3202,471058.19242605724,11089.200991033234
Region_01,2022-12-19,5148593.843771477,100.14280470953116,0,1,2.7874043605748877,-1.817525897834378,19335.158558000127,962.9877371944459,15404.954920654294,7.0,3204,503699.292331778,12466.225980629233
Region_01,2022-12-26,5148593.843771477,99.92610374671764,1,0,2.9280277719154792,-1.95338916321488,15076.888776364101,1157.3816295811566,12800.970857349317,7.0,3206,467996.4247531797,11746.846133741145
Region_01,2023-01-02,5148593.843771477,100.96334695359664,1,0,1.9186755630771506,-2.1954785691467107,27215.20010229607,1143.0927900752808,13329.472361581878,7.0,3208,476774.10137054697,11992.486486326226
Region_01,2023-01-09,5148593.843771477,101.05319960925132,0,0,3.0655639102603005,-1.6585355984721286,19784.560326591694,1188.7392600126618,12693.658398368341,7.0,3210,465499.8585314677,11190.470325381299
Region_01,2023-01-16,5148593.843771477,102.11723767785192,0,0,2.725940359700605,-2.3168736123526097,14085.98478454806,1108.7476465676414,11368.86933492216,7.0,3212,479069.3012660231,12557.72061956113
Region_01,2023-01-23,5148593.843771477,101.90717390040075,1,0,1.214492736340618,-2.3903357600003288,22964.6512184755,1044.2462863949672,14485.662129948729,7.0,3214,523154.6777953264,11508.479211400196
Region_01,2023-01-30,5148593.843771477,102.67096348832828,0,0,3.721577735982191,-2.333314273852092,19653.756951684874,1034.8279353152388,12034.250290000598,7.0,3216,441716.6177143076,12163.620734275977
Region_01,2023-02-06,5148593.843771477,102.72996517446504,0,0,2.599069438734224,-1.9109075138988156,17220.46440385124,1131.4780620567203,12066.681087698542,7.0,3218,459358.87367870955,11214.213256685614
Region_01,2023-02-13,5148593.843771477,103.14829297173783,0,0,6.622917789633428,-2.0304367832524606,22770.704001581245,1119.403470342861,10863.831294792417,7.0,3220,424279.649915319,11627.917855346828
Region_01,2023-02-20,5148593.843771477,102.53843748278331,0,0,5.338706649899261,-1.2321322099519598,13510.773791038439,1055.6024719514662,11258.732364082862,7.0,3222,493603.0841379372,11880.355873807197
Region_01,2023-02-27,5148593.843771477,102.71264445738795,0,0,4.405251737022877,-1.0043964915474857,17790.82733409629,903.8171532836154,12349.219789399775,7.0,3224,458256.67514023645,12748.883541546365
Region_01,2023-03-06,5148593.843771477,102.17808423839261,0,0,6.795648954572817,-1.7145843347738265,18932.630718183158,1014.5366651363626,11036.438471300098,7.0,3226,449845.37880733516,11218.386808676143
Region_01,2023-03-13,5148593.843771477,102.30663243874513,0,0,5.77587924529528,-2.1506891534640955,22502.47892041442,917.6032350503613,11951.980545637341,7.0,3228,455968.13753917516,11611.989041912926
Region_01,2023-03-20,5148593.843771477,101.54743741222605,0,0,8.472143305689917,-2.0796089532265642,27711.154371394685,912.8380603494057,9338.803298730927,7.0,3230,456735.9978950217,11798.028459064413
Region_01,2023-03-27,5148593.843771477,101.50039590244033,0,0,8.697159873457636,-2.4227688304336428,19088.42181124169,860.1469769518524,9713.753192022474,7.0,3232,437488.1820330249,10655.140548507808
Region_01,2023-04-03,5148593.843771477,102.04820192100368,0,0,8.759693247409825,-2.25841885704113,21216.706515860435,1129.2244589167228,11584.24669357265,7.0,3234,483022.8630274283,10293.313389534407
Region_01,2023-04-10,5148593.843771477,102.32197886050079,0,0,9.705131350237124,-2.3945377920205715,29905.89234974816,935.9914214871908,7726.497177747729,7.0,3236,467543.5533092498,10866.219307134903
Region_01,2023-04-17,5148593.843771477,101.70500383570534,0,0,15.566926701545091,-2.7533457131841788,19816.358956471468,932.8023888432496,11596.27454898557,7.0,3238,471711.9661607613,12013.438211073475
Region_01,2023-04-24,5148593.843771477,100.7558106442868,0,0,12.973927518892815,-3.0427225253675334,21242.993932605114,990.78540328542,9333.603106104238,7.0,3240,438591.1209896478,12438.539546334041
Region_01,2023-05-01,5148593.843771477,101.00428293451718,1,0,13.070176629406346,-2.787148443843626,16447.846564183743,980.7428378145261,9761.212675866596,7.0,3242,453088.49233505595,10935.378664043143
Region_01,2023-05-08,5148593.843771477,101.79488233219638,0,0,13.637140074236465,-3.394034507015968,26567.06682834088,909.1624639608058,9407.760583782865,7.0,3244,449173.7338249318,10721.987926381222
Region_01,2023-05-15,5148593.843771477,101.31290931376131,0,0,16.011730420280237,-3.0804520594662987,17793.813373240377,874.257262522095,10182.744547659178,7.0,3246,472375.593073204,12332.275679323111
Region_01,2023-05-22,5148593.843771477,102.36161135284948,0,0,15.030341933538915,-2.7580909976239356,20616.319679176064,982.077965129642,10193.698779560931,7.0,3248,465865.6648996525,11140.363554994781
Region_01,2023-05-29,5148593.843771477,102.35836470876498,0,0,14.941943976808624,-2.8575130387623027,20528.879551478756,977.096698654225,10375.564982537835,7.0,3250,436310.8853053164,11203.732582548379
Region_01,2023-06-05,5148593.843771477,101.3790179419278,0,0,17.035026609869327,-3.2788458316144866,20057.397405593438,808.1739777668557,9974.420662930308,7.0,3252,468907.7836212997,12260.658889168168
Region_01,2023-06-12,5148593.843771477,100.59857776357104,0,0,17.420176307756314,-3.112086568884768,18553.3475489123,1086.9109617274307,11577.821608745497,7.0,3254,434976.1777623318,12242.864376228656
Region_01,2023-06-19,5148593.843771477,100.98355233825676,0,0,17.14198207206877,-3.25799436403764,20532.237707908032,850.1585285075148,10033.593467440454,7.0,3256,441169.12719183066,12028.74607048291
Region_01,2023-06-26,5148593.843771477,101.04833635867428,0,0,16.604732573624947,-3.712529668258761,25774.855059700076,1089.1454471724767,10990.02859924328,7.0,3258,458593.2524125527,10513.707197019885
Region_01,2023-07-03,5148593.843771477,101.7894468415709,0,0,17.41354259879476,-3.1397875998749427,27880.77495796101,804.1414941719964,10385.840497108202,7.0,3260,427578.5092240712,10708.316121577958
Region_01,2023-07-10,5148593.843771477,101.19038445822181,0,0,17.237214946311436,-3.405111588651578,19288.823872654175,983.3057051020471,8427.012407906786,7.0,3262,432344.3425414368,12038.141628781708
Region_01,2023-07-17,5148593.843771477,101.2496318573037,1,0,16.85498827580907,-3.846756854670602,18511.234017289902,854.4766022522921,11670.00932396387,7.0,3264,507576.6795506175,11624.253249356152
Region_01,2023-07-24,5148593.843771477,101.25301238799788,0,0,17.894880043841372,-3.7612416087283305,17539.976044893156,896.0832308039676,8852.78775227124,7.0,3266,486671.7153046534,10994.098091595719
Region_01,2023-07-31,5148593.843771477,101.18150512646926,0,0,20.422990179687034,-3.7815958396134297,29627.93381469108,927.893411681808,10337.03683848401,7.0,3268,510872.05303690914,11282.533911706672
Region_01,2023-08-07,5148593.843771477,100.99020151214576,0,0,18.581518682655297,-3.3357393288404165,20188.68946391389,1181.9100634191186,10022.155155569018,7.0,3270,467088.9991136441,12129.665501552905
Region_01,2023-08-14,5148593.843771477,100.80885182437652,1,0,18.90096518930158,-3.4498954113651266,23407.4341529303,1004.3497749427358,10602.142925630596,7.0,3272,485249.3343361748,12355.524353640474
Region_01,2023-08-21,5148593.843771477,100.89617473651671,0,0,14.453444302375306,-3.5608823063756323,21983.59254061569,846.8506288464256,8550.826513095813,7.0,3274,449361.04211602104,11375.03315748991
Region_01,2023-08-28,5148593.843771477,101.04746525043582,0,0,17.05655033005604,-3.4603138367167836,27579.08071194636,862.5480207591618,10115.176140224226,7.0,3276,446067.4676380922,11066.788132720612
Region_01,2023-09-04,5148593.843771477,101.17375167548744,1,0,14.058699100903901,-3.400458460350369,19080.030100310352,880.2686352862029,8735.744922261643,7.0,3278,489181.0099620962,11255.706197712994
Region_01,2023-09-11,5148593.843771477,101.776745429941,0,0,14.316384333919935,-3.3314471458791695,16772.439594064337,903.7360314292799,10627.974421873312,7.0,3280,485553.91886071174,12230.813410806324
Region_01,2023-09-18,5148593.843771477,101.17610617379664,0,0,12.601081251372705,-3.2498616967388467,26172.65198041516,997.959596077296,9310.395141044326,7.0,3282,472818.4116145946,12213.49761640011
