geo,time,channel,spend_eur,impressions,reach,frequency
Region_01,2021-11-08,TV,10530.849345100673,1181079.2434222815,325782.8806710154,3.6253569892611024
Region_01,2021-11-15,TV,9150.869698751418,1154256.438300278,269384.8873596026,4.284785422128963
Region_01,2021-11-22,TV,9694.117351002566,1239738.5792602843,274533.4421632636,4.515801679720383
Region_01,2021-11-29,TV,8148.766211768719,1310190.298649222,293159.3534254227,4.469208583455699
Region_01,2021-12-06,TV,8462.5567352564,1276209.3794996045,374112.4722194801,3.4112986715687263
Region_01,2021-12-13,TV,8893.310635177257,1020745.7660973902,247606.10335194308,4.122458018114843
Region_01,2021-12-20,TV,9235.132758248417,1121688.4685333201,253343.05211338206,4.427547782251063
Region_01,2021-12-27,TV,9348.136290161374,1009435.4905114163,297878.51295437216,3.3887489248546023
Region_01,2022-01-03,TV,9334.391052022791,1099871.4386421307,275185.29435238783,3.9968394431487795
Region_01,2022-01-10,TV,8674.555530545058,1119086.8581340702,272214.3277170319,4.11105053697749
Region_01,2022-01-17,TV,8417.23111398272,1186994.8159473345,305809.42829970655,3.8814853503601854
Region_01,2022-01-24,TV,8732.963634141943,1014864.2541339083,305341.84955801466,3.3236985221741935
Region_01,2022-01-31,TV,8040.406844549016,941410.0248289289,243144.08928978126,3.8718194942709387
Region_01,2022-02-07,TV,7407.260073112049,746985.2539260446,192959.75164351455,3.871197218920918
Region_01,2022-02-14,TV,7289.2103098490015,896449.8576758058,227455.64210280258,3.941207390540963
Region_01,2022-02-21,TV,7238.794578123946,813647.3115513041,215202.57102114387,3.780843823986482
Region_01,2022-02-28,TV,7675.2298561215575,909930.3301186548,237786.8990596313,3.826663006738928
Region_01,2022-03-07,TV,7481.193749223521,856641.9450450047,215012.52838658355,3.9841489771461047
Region_01,2022-03-14,TV,7653.491535725024,947710.8408162537,226673.26375364678,4.180955553038869
Region_01,2022-03-21,TV,7219.451332360958,756967.1484257455,195091.4007614893,3.8800641415824493
Region_01,2022-03-28,TV,7425.054641627087,801487.4041393305,208750.50612595357,3.839451309668863
Region_01,2022-04-04,TV,7596.721641327674,1174919.8832087982,291029.74394138384,4.037112727025724
Region_01,2022-04-11,TV,7248.818975740255,796645.6975737881,241340.13000944143,3.3009251198407106
Region_01,2022-04-18,TV,7532.190730654945,843720.3599668755,201104.2114844036,4.195438542729421
Region_01,2022-04-25,TV,7123.279265621182,1069956.5086862426,267504.189831437,3.999774767492265
Region_01,2022-05-02,TV,7231.599651783665,1208675.871004572,300971.92985975964,4.015908963894954
Region_01,2022-05-09,TV,7226.005682620894,803392.5859640023,182449.91585338415,4.4033595861431065
Region_01,2022-05-16,TV,6938.918418384828,836005.1359124259,254073.08157910904,3.2904120763856857
Region_01,2022-05-23,TV,7549.28235129959,976448.2937553856,297380.01246867026,3.2835034394191402
Region_01,2022-05-30,TV,7197.978445661096,1069539.7737149296,260163.15963469096,4.111034687681099
Region_01,2022-06-06,TV,7374.748364364748,835215.5297602607,208952.53802996536,3.997154270700864
Region_01,2022-06-13,TV,7550.711675669424,920970.2862097593,226357.5248781503,4.068653280713877
Region_01,2022-06-20,TV,7539.08304965262,1018562.968075364,266684.5247255826,3.8193553567589325
Region_01,2022-06-27,TV,7623.374550880014,995265.4354342265,232823.28732488246,4.274767558132746
Region_01,2022-07-04,TV,7339.122681638727,883523.102271996,201212.02333787165,4.3910055056123545
Region_01,2022-07-11,TV,7222.629783902721,890827.2838865439,212184.88059694815,4.198354196492908
Region_01,2022-07-18,TV,7350.384508023217,800772.4163885175,205483.4030769771,3.8970174933716493
Region_01,2022-07-25,TV,6786.838879134221,828387.9975597985,255687.5569331865,3.2398447835936883
Region_01,2022-08-01,TV,6876.818494873303,837005.8880927406,193758.61336049443,4.319838347188535
Region_01,2022-08-08,TV,6935.160082066285,887257.1614223943,196304.61976912923,4.519797661745727
Region_01,2022-08-15,TV,7078.271386355571,836988.8414887257,196185.479656904,4.2663139135092
Region_01,2022-08-22,TV,7646.28750132419,1001934.4152471877,273515.3397904336,3.6631744896460505
Region_01,2022-08-29,TV,7250.674408137795,1002928.8070539627,234394.59649702496,4.27880515183588
Region_01,2022-09-05,TV,7584.345847497456,962893.7141999674,220874.7291368759,4.359456230971824
Region_01,2022-09-12,TV,8468.177571683138,1096419.00790059,234540.60182886003,4.6747514048788315
Region_01,2022-09-19,TV,8066.707526556103,1013712.56937909,276632.88800491265,3.6644687357675556
Region_01,2022-09-26,TV,8871.98516192696,1109007.5044585476,283602.00133646216,3.910436101411124
Region_01,2022-10-03,TV,8522.092226030978,991104.334749492,229935.36434560549,4.310360598815099
Region_01,2022-10-10,TV,9211.931064595692,1188518.273781767,295428.6326843178,4.023030073228433
Region_01,2022-10-17,TV,9185.615596648006,1137085.6444368483,317876.2686986135,3.577132854528841
Region_01,2022-10-24,TV,9688.532165517916,1493045.8444303642,358101.87526367855,4.16933266079939
Region_01,2022-10-31,TV,10360.15815066429,1515675.8586306763,357614.7198241391,4.2382927061168685
Region_01,2022-11-07,TV,9041.819576581567,1174689.1369805913,291100.3859402146,4.035340362694832
Region_01,2022-11-14,TV,9850.525039759239,1140854.444798496,279019.0111401537,4.088805419159897
Region_01,2022-11-21,TV,9427.71502118591,1054399.139731305,270508.24459383416,3.897844745229397
Region_01,2022-11-28,TV,8679.489655379011,1222179.188104437,263556.69586243975,4.637253415645864
Region_01,2022-12-05,TV,8074.827197574201,1036225.5681720806,283472.4630260491,3.6554717065299527
Region_01,2022-12-12,TV,8930.081563945834,1171164.2355901827,310502.30390974565,3.7718375060128615
Region_01,2022-12-19,TV,8809.979581428805,924950.5354485372,230983.74692609915,4.0043966199252345
Region_01,2022-12-26,TV,9206.446289556614,1262641.845609474,289099.73833111546,4.367495636275287
Region_01,2023-01-02,TV,9059.226961216096,1185049.189896894,344117.27640615014,3.443736397873322
Region_01,2023-01-09,TV,9646.265559553567,1079055.6297180217,307531.2888788451,3.5087669734416065
Region_01,2023-01-16,TV,8585.552611529554,1023764.8271755691,313788.9442728584,3.2625904954935057
Region_01,2023-01-23,TV,8017.926180277754,1029023.182943511,256416.06562325146,4.0130994929757655
Region_01,2023-01-30,TV,8261.911119071603,1038171.579522133,290252.887502411,3.576782951086092
Region_01,2023-02-06,TV,8051.758956643266,977489.148202474,253952.6519754517,3.8490999822162237
Region_01,2023-02-13,TV,8328.333100172858,1030323.6329593315,241096.20833004516,4.273495796951252
Region_01,2023-02-20,TV,7971.126387575298,971597.6813748911,258993.17802601014,3.751441210846548
Region_01,2023-02-27,TV,7687.72774447765,975739.1111235468,238357.74684869344,4.093590932217253
Region_01,2023-03-06,TV,8061.311769594242,1167405.7152285234,300719.7169766273,3.882039152488485
Region_01,2023-03-13,TV,7027.5501675910455,679587.5402857387,158853.1615262392,4.2780863393359985
Region_01,2023-03-20,TV,7205.115122015349,879558.3603411815,209686.33062375447,4.194638523764315
Region_01,2023-03-27,TV,7093.9337839777945,902532.7716805144,241798.32480960418,3.7325848820134837
Region_01,2023-04-03,TV,7283.2785237221515,937760.1791506186,238427.44685490942,3.933104982335675
Region_01,2023-04-10,TV,6931.695664898564,834828.8611444422,188021.82494766713,4.440063601003785
Region_01,2023-04-17,TV,7665.549339559725,803821.9081579085,193203.81910959067,4.160486639769569
Region_01,2023-04-24,TV,7344.732427632629,948703.8318560673,272734.4224356764,3.4784895261243243
Region_01,2023-05-01,TV,6901.2409027985605,1025309.7029332283,240061.1848919251,4.271034917180884
Region_01,2023-05-08,TV,7061.246001282617,757140.7141989049,210969.97426768744,3.588855318521362
Region_01,2023-05-15,TV,7547.6731374263045,1028581.4106632541,223271.8735081601,4.606856181666168
Region_01,2023-05-22,TV,7749.547946638035,937386.5406256185,211535.21421211647,4.431349854051517
Region_01,2023-05-29,TV,8213.094316805298,1020360.2714863692,247801.52976037943,4.117651220608053
Region_01,2023-06-05,TV,8599.909165436722,967558.1507934867,238115.9837896448,4.063390182358535
Region_01,2023-06-12,TV,7590.860608682269,917647.2818514011,234257.7387145247,3.9172549299200767
Region_01,2023-06-19,TV,7077.464220506262,1007506.6349701156,235353.14318387458,4.280829316067302
Region_01,2023-06-26,TV,6685.658518814555,885846.7560986908,229827.13283372717,3.85440459173101
Region_01,2023-07-03,TV,7539.41720604712,1120678.722804905,273646.85782489425,4.0953465781142775
Region_01,2023-07-10,TV,7144.56040306574,1004661.7639631247,230193.07488621242,4.364430878121519
Region_01,2023-07-17,TV,7290.583234477139,952229.3815218068,251814.38432655865,3.7814733422334363
Region_01,2023-07-24,TV,7223.637301015273,1074989.0960195276,285828.136867648,3.7609631710866123
Region_01,2023-07-31,TV,7404.457754897327,967093.5867983443,272445.1905508549,3.549681258248622
Region_01,2023-08-07,TV,7882.512714188636,1070369.5914466993,297648.18263653194,3.5960897928739017
Region_01,2023-08-14,TV,7563.633260694188,917826.4374005442,275490.59132986394,3.3316071992511973
Region_01,2023-08-21,TV,7500.018821442748,943761.842617179,219334.20327124055,4.302848477535773
Region_01,2023-08-28,TV,7265.884768329453,847051.4440811035,176721.60023886705,4.793140413713888
Region_01,2023-09-04,TV,7169.695938801301,989436.2901368242,214499.65320085865,4.612764055195514
Region_01,2023-09-11,TV,7811.835762587744,867940.6736976968,255299.52196275766,3.399695647782331
Region_01,2023-09-18,TV,8260.37127291908,1116571.720772395,259625.05085802687,4.3007087223758695
Region_01,2023-09-25,TV,9421.722493332734,1155474.727906309,250575.82322028774,4.611277788322384
Region_01,2023-10-02,TV,9065.297820221576,1273968.5428337913,333378.600011326,3.8213866840598354
Region_01,2023-10-09,TV,9860.177212455039,1328631.5443450115,328805.2641719512,4.040785501688907
Region_01,2023-10-16,TV,9476.06769081476,1421044.9819501229,434259.69325115636,3.2723391188144513
Region_01,2023-10-23,TV,9367.444705340195,1259703.37462353,306636.6748982842,4.10813016753913
Region_01,2023-10-30,TV,9547.580634932403,1019836.3961459517,283570.02921674046,3.596418136863337
Region_01,2023-11-06,TV,9588.411768640759,1190553.592736512,291755.41138084314,4.080656420738746
Region_01,2023-11-13,TV,10813.720582676453,1202224.3803627053,351340.1003787298,3.4218251177897376
Region_01,2023-11-20,TV,9018.562161297466,1070381.7813462224,253456.06267929918,4.223145305861507
Region_01,2023-11-27,TV,9404.427073214485,1367332.6145373017,308546.17117822875,4.431533242872345
Region_01,2023-12-04,TV,8368.648816893421,1114944.1112389038,301443.6751343188,3.698681389623124
Region_01,2023-12-11,TV,9402.548068396325,1095976.9300842737,306985.1315909097,3.570130333037691
Region_01,2023-12-18,TV,9301.62307771762,1050614.9202604156,325850.5540863454,3.2242232124055823
Region_01,2023-12-25,TV,9106.772834817471,1142084.4661623007,293230.0173353791,3.8948415872992026
Region_02,2021-01-04,TV,3713.764166037101,411045.40573490335,108915.10406209955,3.773998191293466
Region_02,2021-01-11,TV,3535.4938624071006,413249.987161186,120645.95752986625,3.4253115116508135
Region_02,2021-01-18,TV,3228.7095757297097,416379.55233350344,99484.41442559607,4.185374711582705
Region_02,2021-01-25,TV,3334.4029878523966,467845.72312034207,122344.55276846544,3.824001253294297
Region_02,2021-02-01,TV,3027.54587449017,402197.0865197695,111968.93516202069,3.5920417206592563
Region_02,2021-02-08,TV,3227.8635625484926,320860.12133820454,84789.19765439766,3.784209901903263
Region_02,2021-02-15,TV,3010.836008322136,387985.5877779163,87142.38403739694,4.452317802223694
Region_02,2021-02-22,TV,2938.3263763840014,369946.07588029734,87074.94622297547,4.248593791065517
Region_02,2021-03-01,TV,2831.3429913948994,368873.5565687924,93425.29801226806,3.9483262501378813
Region_02,2021-03-08,TV,3089.6476014661343,453952.12686184386,106675.00565378195,4.255468505295082
Region_02,2021-03-15,TV,2870.744949403353,291943.8443677176,81970.40803277897,3.561576078174124
Region_02,2021-03-22,TV,2824.6571856204114,332816.20537440205,82935.15443710602,4.012969019389645
Region_02,2021-03-29,TV,2832.018334248559,375550.9017784866,92514.68837741745,4.059365149092989
Region_02,2021-04-05,TV,2958.6037704781215,315725.05484547804,82728.24215284953,3.8164119849439233
Region_02,2021-04-12,TV,2933.6408762558867,425027.0923531942,101729.03093326134,4.178031467064995
Region_02,2021-04-19,TV,2940.7111666722144,381381.7508017149,103084.58125096398,3.699697337599152
Region_02,2021-04-26,TV,2943.7216224525987,400473.1706760451,95141.9838599796,4.209216104484653
Region_02,2021-05-03,TV,3207.096126759589,378639.76518953784,89577.57657164302,4.22694807876061
Region_02,2021-05-10,TV,2823.916010484374,382915.6324698635,128154.46716868001,2.9879226290712184
Region_02,2021-05-17,TV,2809.4794909099824,390786.0113176116,86733.06581831098,4.505617409353808
Region_02,2021-05-24,TV,2767.903493327045,354139.7861554781,120080.29052506202,2.9491916167671612
Region_02,2021-05-31,TV,2973.5177660948234,380505.07370688854,101170.787383461,3.7610172219445626
Region_02,2021-06-07,TV,3051.2871761006677,391862.725251074,88418.60605461994,4.431903450377895
Region_02,2021-06-14,TV,2867.918212578824,328838.1274730577,84859.7528505621,3.875077600710683
Region_02,2021-06-21,TV,2766.123619089317,340701.8633693822,98625.71521639593,3.454493208204817
Region_02,2021-06-28,TV,2768.78337009037,340859.2008210909,95063.8561932442,3.585581465664491
Region_02,2021-07-05,TV,2981.292327283987,387226.578986211,87358.91232007819,4.432593867096632
Region_02,2021-07-12,TV,2995.8615377893784,413860.1069851059,125384.38549024037,3.3007308315700907
Region_02,2021-07-19,TV,2967.0933503796628,333633.4491862909,74503.75014139847,4.478075916354516
Region_02,2021-07-26,TV,2794.8110996917585,345011.3632722566,86729.42390638402,3.978019773827425
Region_02,2021-08-02,TV,2926.5061245537645,424226.94284786,119487.7345710318,3.55038066769665
Region_02,2021-08-09,TV,2916.1501771181916,338396.81925074424,89678.97726436364,3.7734241577397576
Region_02,2021-08-16,TV,2943.263060839314,338866.9613966844,93787.88211120907,3.6131209466365024
Region_02,2021-08-23,TV,3063.3122611553686,390739.510855711,89579.29799447652,4.361939863380087
Region_02,2021-08-30,TV,3001.894143337093,408297.35772310133,94865.35635931906,4.303966942121674
Region_02,2021-09-06,TV,3128.7603579606334,391542.1675099875,116246.73632609865,3.3681992276464627
Region_02,2021-09-13,TV,3115.6288551328416,444807.14573892934,115781.60008475842,3.8417774967119676
Region_02,2021-09-20,TV,3259.9575563109106,443947.94355642033,120992.85768172839,3.669207852948023
Region_02,2021-09-27,TV,3453.1548236837652,469554.3243802537,103145.29660668389,4.552358079600754
Region_02,2021-10-04,TV,3248.48086503716,429195.6383199742,122808.76618653692,3.4948290064901357
Region_02,2021-10-11,TV,3584.0439306860276,565421.1206631843,120404.09311058435,4.696029063927893
Region_02,2021-10-18,TV,3681.523240296193,450845.25212421233,113087.20783057778,3.9867042504015893
Region_02,2021-10-25,TV,3734.6627633750086,382075.80513208784,107288.13988036728,3.561211943446175
Region_02,2021-11-01,TV,3833.9793336642306,562641.370470386,150516.91728234716,3.7380606820092868
Region_02,2021-11-08,TV,4156.540995770166,496323.0529776859,134436.84759342522,3.6918676825769237
Region_02,2021-11-15,TV,3611.8610952787917,456379.6185928992,129605.13942343839,3.5213080331779296
Region_02,2021-11-22,TV,3826.281704998017,545205.2357931505,135014.91531077295,4.038111156372722
Region_02,2021-11-29,TV,3216.32944449265,342519.4924941482,96817.30630293638,3.5377920082017393
Region_02,2021-12-06,TV,3340.1830038988082,368401.9556877612,114539.17139245788,3.2163839777176837
Region_02,2021-12-13,TV,3510.202171910352,373851.84338351694,97079.75568400552,3.8509763518606723
Region_02,2021-12-20,TV,3645.1198429591245,420855.4190211497,125999.83664325917,3.3401267035981106
Region_02,2021-12-27,TV,3689.7224953825535,481944.348877843,129898.11005128342,3.7101721394373843
Region_02,2022-01-03,TV,3684.297230624947,485321.8689867766,132877.57903505917,3.652398489731112
Region_02,2022-01-10,TV,3423.8592255210606,439971.30049079325,120005.40035291367,3.666262511494642
Region_02,2022-01-17,TV,3322.2929176570506,360572.24227519176,73795.78823788339,4.886081589275449
Region_02,2022-01-24,TV,3446.912985871226,341990.32165839936,85016.63298987593,4.02262839201271
Region_02,2022-01-31,TV,3173.5598503825654,398857.0311871692,97297.33242480448,4.09936245164196
Region_02,2022-02-07,TV,2923.6559323247466,348615.9891193025,104096.30364037004,3.34897567855718
Region_02,2022-02-14,TV,2877.061525315012,376539.0589339697,100496.58394168137,3.746784658396718
Region_02,2022-02-21,TV,2857.1623653441748,383116.0907538438,93738.91596519164,4.087054845994885
Region_02,2022-02-28,TV,3029.423981245212,383949.24783539574,106342.91363391963,3.6104826801823635
Region_02,2022-03-07,TV,2952.837657905912,398255.4652178996,90921.18445194079,4.380227420248906
Region_02,2022-03-14,TV,3020.8438357178793,386360.5816889042,108934.45600870524,3.5467252129852205
Region_02,2022-03-21,TV,2849.527559131462,375580.7218263896,96622.89023887385,3.8870781126280565
Region_02,2022-03-28,TV,2930.6794734571818,341408.84203398885,90503.77044743385,3.772316228883359
Region_02,2022-04-04,TV,2998.436678834763,368132.76284521585,90533.25254451924,4.066271259437945
Region_02,2022-04-11,TV,2861.1190091327853,364747.07099937863,97218.28424349133,3.751836126688258
Region_02,2022-04-18,TV,2972.9662379504894,403399.25252183387,103619.11019541843,3.893097052860722
Region_02,2022-04-25,TV,2811.5683096016223,337877.04767578375,86487.57076971412,3.906654385928252
Region_02,2022-05-02,TV,2854.3225178337893,375878.13472966326,101130.26069310849,3.7167721328268803
Region_02,2022-05-09,TV,2852.1145703651505,347161.65353298484,82680.74817553708,4.1988209007970765
Region_02,2022-05-16,TV,2738.8008248109168,338349.6032218416,82594.78074205555,4.096501015948106
Region_02,2022-05-23,TV,2979.7123245732814,404678.288468804,102070.0595041845,3.9647110076605143
Region_02,2022-05-30,TV,2841.0521806562174,290958.9435915586,75939.24723527944,3.831469947155158
Region_02,2022-06-06,TV,2910.8235153161822,319610.33178178617,73784.87585753688,4.3316510066220975
Region_02,2022-06-13,TV,2980.27648090529,321215.1900762229,82220.14424613127,3.9067699652124745
Region_02,2022-06-20,TV,2975.686645918636,294543.57153605064,75929.27468001093,3.879183263337453
Region_02,2022-06-27,TV,3008.9566195898174,351454.64631315507,86948.61481368804,4.042095978943953
Region_02,2022-07-04,TV,2896.762008413902,390274.63813600194,82343.34684985541,4.739601352949952
Region_02,2022-07-11,TV,2850.782098409678,346339.22290700977,99003.97169637094,3.4982356462342317
Region_02,2022-07-18,TV,2901.207067071602,369895.164356839,85621.77019225134,4.320106481404119
Region_02,2022-07-25,TV,2678.7748175252773,373379.3844905707,112800.16189833223,3.310096175456741
Region_02,2022-08-01,TV,2714.2898979662614,387460.0404261065,94783.09258089658,4.087860291068394
Region_02,2022-08-08,TV,2737.3174041985817,339807.17863870616,72571.74735527147,4.682361814649393
Region_02,2022-08-15,TV,2793.8036365757735,399844.7329910187,95193.82637214058,4.200322103115263
Region_02,2022-08-22,TV,3018.0003932432287,380741.58628531557,93575.07214881184,4.0688356155347085
Region_02,2022-08-29,TV,2861.8513509005306,328995.03379921784,86990.00626825668,3.781986551244458
Region_02,2022-09-05,TV,2993.5519356649797,352600.0186279611,87876.74798246287,4.012438178735605
Region_02,2022-09-12,TV,3342.4015559141903,360304.556245652,92375.48076934123,3.9004349773867113
Region_02,2022-09-19,TV,3183.9407664318524,364169.7176418537,98486.8774951658,3.697647106943043
Region_02,2022-09-26,TV,3501.7849777302545,422329.1138101925,108687.64226528979,3.8857141898372607
Region_02,2022-10-03,TV,3363.6817455480714,455642.43626027677,111673.10449980189,4.080144796736488
Region_02,2022-10-10,TV,3635.962101956617,539835.5054825272,145720.70634566198,3.7045902330585143
Region_02,2022-10-17,TV,3625.575349875854,394693.1307070245,106958.65946150155,3.690146573397261
Region_02,2022-10-24,TV,3824.077224459443,497160.8789384145,142400.52082265922,3.4912855379058745
Region_02,2022-10-31,TV,4089.1689420979833,460632.7557052199,110745.44023946425,4.159383489823114
Region_02,2022-11-07,TV,3568.8188592217725,467789.37230723427,110740.7017313299,4.224186455330099
Region_02,2022-11-14,TV,3888.0160389597154,479672.74209157296,117172.08644677457,4.093745845427651
Region_02,2022-11-21,TV,3721.132332049597,387319.97764305613,87921.09430599623,4.405313431325671
Region_02,2022-11-28,TV,3425.8067315083267,469881.44701094204,116442.69896824859,4.035301922528166
Region_02,2022-12-05,TV,3187.1456119626246,375005.01145616086,90147.20406440421,4.1599183840271365
Region_02,2022-12-12,TV,3524.7157090307214,417683.3027985028,101295.8449231365,4.123400156397746
Region_02,2022-12-19,TV,3477.3112882052014,390566.3530411766,98539.50303551782,3.963551073526319
Region_02,2022-12-26,TV,3633.7972535616386,425456.872868627,112162.80234395672,3.793208300590846
Region_02,2023-01-02,TV,3575.6895783339232,466501.3097818155,93461.65126494723,4.991366014488305
Region_02,2023-01-09,TV,3807.394535847568,467002.40593797795,122148.21035911035,3.823243947373535
Region_02,2023-01-16,TV,3388.729648645739,437744.3454505861,116971.28341463188,3.742323181142671
Region_02,2023-01-23,TV,3164.6867006874636,410165.19150665693,98186.09840175686,4.1774263178107685
Region_02,2023-01-30,TV,3260.987897980626,465173.3298592448,113401.00864927657,4.102021096636977
Region_02,2023-02-06,TV,3178.040544936446,383868.4624693853,110441.3644760871,3.4757671121720066
Region_02,2023-02-13,TV,3287.2047470134235,354484.8250028843,79210.06322873694,4.475249867926874
Region_02,2023-02-20,TV,3146.2147569166796,437569.716345094,110427.71468635117,3.96249906636144
Region_02,2023-02-27,TV,3034.356915295477,366927.5556896979,102510.28971775115,3.57942170195778
Region_02,2023-03-06,TV,3181.811053596711,444621.5763481162,98696.62561874923,4.50493189164972
Region_02,2023-03-13,TV,2773.7839004423095,360273.644275859,84605.72598943095,4.258265502276581
Region_02,2023-03-20,TV,2843.8690368154785,350852.3382562733,99536.58691826348,3.5248580358133332
Region_02,2023-03-27,TV,2799.985606868522,362420.6680083634,75852.6739515755,4.777955069055753
Region_02,2023-04-03,TV,2874.7202410171913,436754.10823967867,102227.04361574279,4.272393026265892
Region_02,2023-04-10,TV,2735.9499938870113,420940.0871353661,105342.37534900045,3.9959236322589744
Region_02,2023-04-17,TV,3025.603067790761,380833.50454897934,81210.62123494565,4.689454393498758
Region_02,2023-04-24,TV,2898.9761830199,368223.6252637854,90601.09430994515,4.064229334847736
Region_02,2023-05-01,TV,2723.9294566029994,379180.840885046,95061.79847777156,3.9887825283855785
Region_02,2023-05-08,TV,2787.083693225959,320135.20171941863,85496.80975324255,3.744411079704377
Region_02,2023-05-15,TV,2979.07716560214,384996.54150729394,90808.68638810747,4.239644430730517
Region_02,2023-05-22,TV,3058.7574357307994,381357.10486032313,90901.95984452641,4.195257236615963
Region_02,2023-05-29,TV,3241.719837708098,418136.7622914914,104380.84550267924,4.005876368195913
Region_02,2023-06-05,TV,3394.3962005939807,390373.02341674146,105615.6991656337,3.6961647416122485
Region_02,2023-06-12,TV,2996.1233210352325,319474.10265309224,78837.50758000933,4.05231104406579
Region_02,2023-06-19,TV,2793.4850470837873,283810.0938462607,71449.49584579909,3.9721776967996263
Region_02,2023-06-26,TV,2638.838787500201,294981.98691727826,84265.06480012063,3.500643921855217
Region_02,2023-07-03,TV,2975.8185379158735,355301.0110894832,102909.7327350504,3.452550129580406
Region_02,2023-07-10,TV,2819.9680043770563,342311.1495844923,80875.45821766197,4.232571377379062
Region_02,2023-07-17,TV,2877.603420589927,436590.05066447984,141583.42594876816,3.0836240028720567
Region_02,2023-07-24,TV,2851.1797668260633,398077.19198547583,97495.91916158164,4.083013888260654
Region_02,2023-07-31,TV,2922.549853397874,331809.52963424707,87014.52363182936,3.813266059332574
