geo,time,population,price_index,promo_flag,holiday_flag,temperature_c,consumer_climate_index,competitor_spend_proxy_eur,organic_search_clicks,social_organic_reach,distribution_points,assortment_breadth_skus,revenue_eur,app_installs
Region_01,2021-05-31,4048092.244880707,103.78604667463277,0,0,16.748147867503743,0.8018625261058872,10354.28064575657,579.2405815986808,8313.030879942171,10.0,3042,335390.27910531906,9017.453869953639
Region_01,2021-06-07,4048092.244880707,104.10496823456522,0,0,16.515060545848744,0.780951364009783,8890.47284701351,578.177807931306,7939.162040168103,10.0,3044,320922.42334677,9565.511412345571
Region_01,2021-06-14,4048092.244880707,104.19505032429734,0,0,18.302078162537892,0.39485216998106026,8076.911932594495,696.1772687980337,8150.7365840589455,10.0,3046,328073.5674592843,9299.282419082328
Region_01,2021-06-21,4048092.244880707,104.12575569697357,0,0,17.89210934613331,0.5272987123162591,9460.313498104824,569.5625536576786,8695.569939587169,10.0,3048,323224.91762070346,8889.799682663694
Region_01,2021-06-28,4048092.244880707,103.42943750631014,0,0,15.892339039752716,0.8489351570792806,9985.8539610761,678.5499568741516,9349.184394672884,10.0,3050,353642.11615550646,8037.0175046035265
Region_01,2021-07-05,4048092.244880707,103.28129574805853,0,0,14.564598494637046,0.26198114880564816,9760.054971952912,604.4240829403409,8452.912660382462,10.0,3052,324092.361607235,8307.26695362496
Region_01,2021-07-12,4048092.244880707,103.60014242697035,0,0,19.455376138079643,0.43536782206773716,9513.133864337622,629.9663971893518,7586.759246947484,10.0,3054,366915.21298231283,8706.74354546113
Region_01,2021-07-19,4048092.244880707,103.36853702280274,0,0,16.915393876743437,-0.12043920103298544,8882.395197350881,623.935797354547,9861.444120684808,10.0,3056,343056.49586761085,8784.080206734716
Region_01,2021-07-26,4048092.244880707,103.55638257690022,0,0,19.719025616685983,-0.0962800721878441,8281.819324912532,665.4883859212508,7002.192259366935,10.0,3058,337522.2341270133,8341.305691760606
Region_01,2021-08-02,4048092.244880707,103.49354475866356,0,0,17.127101293923033,0.43836855329559843,8922.740442686292,738.2409109826533,8712.828871756401,10.0,3060,363922.77198815206,8789.117747885006
Region_01,2021-08-09,4048092.244880707,102.97542136150663,0,0,15.460887969251468,0.4664517234848507,9964.415186638962,733.8578576786509,8413.002991013142,10.0,3062,335196.4736862136,9000.882499456915
Region_01,2021-08-16,4048092.244880707,102.52290941937225,0,0,16.84595300743069,0.6134233625039622,10686.469338290513,639.6684601969007,8665.577609558453,10.0,3064,336378.6015068775,8661.31278678442
Region_01,2021-08-23,4048092.244880707,102.15396015418496,0,0,14.920541945277638,0.5150092952780158,5807.99338991337,664.669910611796,8939.352151428706,10.0,3066,355471.02819920395,8874.686678828519
Region_01,2021-08-30,4048092.244880707,102.01596498402104,0,0,14.584958644633502,0.5129510566780268,10168.483967062559,671.5741382619644,9552.387287229489,10.0,3068,354664.64347916405,8894.109624096274
Region_01,2021-09-06,4048092.244880707,101.89288368373417,0,0,12.347223271213716,1.2321284773011103,10883.394985735613,678.8279225774709,7840.628241641738,10.0,3070,325384.9608786447,8628.398966712897
Region_01,2021-09-13,4048092.244880707,102.47704463526537,0,0,13.814394486937445,1.6402957363240602,11169.74625821522,866.7022509653518,6347.123436926894,10.0,3072,386584.44910986896,8561.20241277649
Region_01,2021-09-20,4048092.244880707,101.93206782875768,0,0,13.576774216954629,1.5441411331821018,9842.141569406836,719.93877576159,9314.517543858274,10.0,3074,352738.6266500189,8885.13987895596
Region_01,2021-09-27,4048092.244880707,100.8958676586701,0,0,10.198529614494975,1.427580143435624,10257.011662888386,653.3361593864046,7367.922131794875,11.0,3076,322129.3567234369,9038.820196653305
Region_01,2021-10-04,4048092.244880707,101.2587224314015,0,0,12.693232260513746,1.433142457778064,8739.529297943342,628.0717853835062,8153.849804916866,11.0,3078,340059.77760383644,8513.07367619185
Region_01,2021-10-11,4048092.244880707,101.03680824374072,0,0,8.204492229945304,2.1044472291527594,9198.856043970545,753.0760083129796,10291.008508503442,11.0,3080,360433.6548712217,8120.0012298102965
Region_01,2021-10-18,4048092.244880707,100.98763453639292,0,0,8.479927210399643,2.168345793299385,10047.975139031687,628.2897369166861,7814.794094756464,11.0,3082,346944.14241761836,8527.232061533345
Region_01,2021-10-25,4048092.244880707,102.30637167819513,0,0,4.733585516495724,2.5087118026325013,7958.657211360962,812.5980502662394,7123.449182760464,11.0,3084,357824.940998927,9159.421746618722
Region_01,2021-11-01,4048092.244880707,103.06894394268615,0,0,3.4217656395510927,2.39733924774409,8315.307186284055,781.5653539325259,9883.872081686306,11.0,3086,386683.50541529094,8333.082035509104
Region_01,2021-11-08,4048092.244880707,103.38342633069081,0,0,8.62483040088544,2.008073145779452,9583.405894565429,693.4346672357185,10429.222256526049,11.0,3088,358671.809940539,9375.52822515964
Region_01,2021-11-15,4048092.244880707,103.8812113937211,0,1,6.849626269326527,2.4130479081098364,7690.72875618755,711.2780005357288,10238.39839300024,11.0,3090,406101.50646409777,8722.287047026652
Region_01,2021-11-22,4048092.244880707,103.95542995613022,0,1,5.752319343169889,2.389702423517943,9386.485265181504,861.5249755270816,11176.804034965457,11.0,3092,380718.15484550514,9042.961666875754
Region_01,2021-11-29,4048092.244880707,104.45994678298015,0,1,0.8933492609869802,2.149941024234503,7526.5245114989875,818.0150520811022,9912.53062298606,11.0,3094,355685.1469803621,8687.259045803914
Region_01,2021-12-06,4048092.244880707,104.16015875971496,0,1,3.2754736914802582,1.9381326878015188,9580.348783939642,748.692572426312,9617.00305678577,11.0,3096,395764.58947153995,9239.587052621357
Region_01,2021-12-13,4048092.244880707,103.80847377141457,0,1,3.1689842266113137,1.732909600579699,9353.181336038988,833.9664215244054,10837.225560079214,11.0,3098,356167.92262340954,9055.667686120163
Region_01,2021-12-20,4048092.244880707,103.58262173332042,0,1,2.3716634684456075,1.5473676478331573,8592.345990385702,889.1569520787311,9027.000842061874,11.0,3100,386467.48195830255,9190.086048256657
Region_01,2021-12-27,4048092.244880707,104.4062958126017,0,0,2.5241828813890788,1.076537315292177,8135.921213800666,816.0759786204031,8250.476795365632,11.0,3102,354212.01489611296,8230.280752315657
Region_01,2022-01-03,4048092.244880707,105.2184540133956,0,0,0.643628882122991,1.4437326426224337,8660.830280898388,849.1358718585493,9403.871401513454,11.0,3104,327930.9906345674,9318.502459584197
Region_01,2022-01-10,4048092.244880707,104.92177362995243,0,0,1.8381530140196425,1.5605828455796393,6751.299245205897,852.4675382896519,9453.9770228099,11.0,3106,330796.95744777936,8320.615968309534
Region_01,2022-01-17,4048092.244880707,105.53161529661031,0,0,0.5447614123433191,1.8586249523978504,8798.968250296086,768.4732060505188,9412.92887725047,11.0,3108,339116.48477933236,8876.326204820005
Region_01,2022-01-24,4048092.244880707,105.46441499801134,0,0,2.0160501235135175,1.7534586747673406,9475.307425375302,684.7700835468656,8571.364195009035,11.0,3110,348742.90546766325,9228.82558956389
Region_01,2022-01-31,4048092.244880707,106.030130290866,0,0,3.4924191568208505,1.8594653575191638,11077.15714301751,692.6166585754825,8959.30051602765,11.0,3112,364663.3168353849,8917.510494058954
Region_01,2022-02-07,4048092.244880707,105.8821478675853,0,0,2.263486867921303,1.910517458769639,8658.5839679692,888.9928167012166,8790.903292589475,11.0,3114,343621.8657017534,9246.00762706379
Region_01,2022-02-14,4048092.244880707,106.38767874900826,1,0,3.615891998386871,2.2693907728944165,9084.064897236101,934.1539045224182,9010.35316978987,11.0,3116,392106.46736100153,9073.068388570067
Region_01,2022-02-21,4048092.244880707,106.34600444554953,0,0,4.068140661762865,2.518355091879584,11375.08087694619,842.1877836713738,8650.483093975596,11.0,3118,356543.79049496574,9023.179107926282
Region_01,2022-02-28,4048092.244880707,106.21442232380174,1,0,5.496453795701785,2.627898399177814,11957.14829044531,889.2455252620379,7590.3889994964175,11.0,3120,345257.2847439508,8649.163463379058
Region_01,2022-03-07,4048092.244880707,106.21879435470181,0,0,7.679474513534615,2.429557049569308,8684.784798333474,794.2465912665141,9003.666173139734,11.0,3122,330388.31914570293,9397.637585266451
Region_01,2022-03-14,4048092.244880707,106.31595965151102,0,0,7.535315360978771,2.062616745897448,10829.734669281472,700.2587787079453,7719.0226188605875,11.0,3124,342462.8484398364,9480.466174921472
Region_01,2022-03-21,4048092.244880707,106.03391163720131,0,0,8.695291939455062,1.8183508261044707,11031.907160687802,825.6362791816224,9495.477495365714,11.0,3126,332718.1635213527,8761.47996231722
Region_01,2022-03-28,4048092.244880707,105.3483918842632,0,0,6.896034310257157,1.6247981441961967,10032.727791653846,595.7018696270932,6971.1961962262785,11.0,3128,339409.23943671223,8588.474605951054
Region_01,2022-04-04,4048092.244880707,106.23409476931317,0,0,9.474093797948164,1.4602689183558053,8083.664934915618,700.2909569739702,8833.160708006744,11.0,3130,353516.7338632257,9027.94972407911
Region_01,2022-04-11,4048092.244880707,106.04896046875741,0,0,12.206992149079072,1.0827206145495611,8135.754811747272,702.1936607208195,7930.403742493611,11.0,3132,344567.2241945554,8627.146240462207
Region_01,2022-04-18,4048092.244880707,105.13331769263007,0,0,10.642022856368218,1.5896800922120908,10121.623212844448,629.8610451661146,7444.5714770334125,11.0,3134,357420.39475194144,8978.248987131474
Region_01,2022-04-25,4048092.244880707,103.98594299359782,1,0,12.204574517509263,1.6720363390699784,13028.777415845434,659.7883501631517,6777.969294634775,11.0,3136,343931.45985320373,9273.782130356443
Region_01,2022-05-02,4048092.244880707,102.56445870848837,0,0,12.282705622517602,1.0565561067247895,9078.457370724725,701.4229158688721,7124.973971197865,11.0,3138,327735.86265090667,9213.435473049023
Region_01,2022-05-09,4048092.244880707,102.26713741516001,0,0,16.559520592243086,0.7232335471160425,11672.04547800166,720.7599679150898,8670.684608135967,11.0,3140,319404.03276701755,9582.777598491994
Region_01,2022-05-16,4048092.244880707,102.98205067475763,0,0,14.64370962763465,0.3142093205627066,12233.99838065709,711.977764074592,7470.004787466484,11.0,3142,313079.438939631,9148.394715101866
Region_01,2022-05-23,4048092.244880707,102.16134120295258,0,0,14.911704289542516,0.38700507063737344,7783.733539839517,657.7045346624797,7568.816926201102,11.0,3144,334724.6947091035,8490.941442626849
Region_01,2022-05-30,4048092.244880707,102.01406445792043,0,0,17.5248078414958,0.712423121605639,8546.210100260214,693.4721297870132,7474.996798016378,11.0,3146,343944.45437331556,8569.038385244861
Region_01,2022-06-06,4048092.244880707,101.08850264540195,0,0,18.746340373585042,0.41150136502618984,11576.035551314671,660.2783169883428,8378.609674564526,11.0,3148,340091.6626603334,9159.691997118516
Region_01,2022-06-13,4048092.244880707,101.67287460630655,0,0,18.23593653442873,0.6003425739973351,10719.616393498196,688.082299637107,7497.841605945564,11.0,3150,343311.04920978204,9789.65123652664
Region_01,2022-06-20,4048092.244880707,101.87860703126627,0,0,19.253454182865113,0.5160636233138465,10080.862648172355,605.942531121448,5970.354714110477,11.0,3152,378851.64688812685,8750.356753475467
Region_01,2022-06-27,4048092.244880707,102.06266282515159,0,0,18.27307861394202,0.8665847031083009,9300.047891582302,677.7648133092747,6974.42131530778,11.0,3154,324678.5488965726,8555.36393544047
Region_01,2022-07-04,4048092.244880707,102.77476349661072,0,0,17.821669947488044,1.2829986028536526,10199.318378416547,696.537851941875,6057.337310895645,11.0,3156,337500.51421364525,9523.131536524123
Region_01,2022-07-11,4048092.244880707,103.63868111652317,0,0,17.296299491459393,1.377838624601926,8506.178612518486,757.6761862854781,5781.333047559856,11.0,3158,333111.2502263665,8858.61881713835
Region_01,2022-07-18,4048092.244880707,104.18673790355871,0,0,17.020346460869266,1.5967818111071743,13355.012539063357,778.0368595520936,7322.900173208108,11.0,3160,326125.0513877532,9212.633502819343
Region_01,2022-07-25,4048092.244880707,103.90842282917488,0,0,16.599793093981006,1.5958562025300196,7891.429207174367,596.8910957142625,8457.012986181264,11.0,3162,365633.04694442387,9396.059702154465
Region_01,2022-08-01,4048092.244880707,103.24668362761108,0,0,17.648346703600915,1.481993696418388,7192.62115360508,637.6281193899536,7629.9480493778,11.0,3164,341143.03507630876,8500.099627559754
Region_01,2022-08-08,4048092.244880707,102.7292987505316,0,0,16.428000069191853,1.1275752669836654,9517.132824614617,690.9345190200074,6578.379244526639,11.0,3166,363908.3390345572,8752.90566035433
Region_01,2022-08-15,4048092.244880707,101.8478587697105,0,0,16.131864241786936,1.227217052084047,11467.984003780532,675.0502797423819,7050.844357834379,11.0,3168,323893.6857740489,8675.239164112978
Region_01,2022-08-22,4048092.244880707,102.79524023291327,1,0,16.225033708877174,1.20582347012573,8678.585273827506,705.3520289615074,8230.926517578271,11.0,3170,393438.25764640426,9175.569639838923
Region_01,2022-08-29,4048092.244880707,102.71688531888243,0,0,14.476074610230826,1.0888705651604818,9243.685696836887,718.1547749276747,7716.44483329261,11.0,3172,383831.49206654844,9207.786262034766
Region_01,2022-09-05,4048092.244880707,102.80275579291902,0,0,11.67878870397125,1.0656317300324927,8041.727916484565,716.5694071084415,6992.574384867426,11.0,3174,327983.99893151165,8723.663773235872
Region_01,2022-09-12,4048092.244880707,102.9234035119338,0,0,11.663816386034926,1.0091655608412171,9216.617484286404,644.4818260110865,7662.378003351437,11.0,3176,342144.81496027886,9154.613516902538
Region_01,2022-09-19,4048092.244880707,103.98111465877875,0,0,10.250341432938411,0.6930589866852659,8046.995662812314,593.3971187298314,7092.044509618914,11.0,3178,339411.2153528708,8228.637562990421
Region_01,2022-09-26,4048092.244880707,103.7116351589818,0,0,8.119940344620602,0.5322922513586215,8063.114771878075,738.5769875071321,7514.587173348873,11.0,3180,351434.21256102266,9077.703664444507
Region_01,2022-10-03,4048092.244880707,104.33960921953015,0,0,10.168489286682137,0.8800283620266011,7535.027640433185,776.3030635664928,8154.8502432911955,11.0,3182,320413.8744484283,9106.34977162521
Region_01,2022-10-10,4048092.244880707,104.51587115112815,0,0,7.251391520660379,0.8090831239024879,8608.256091161385,749.0587342663733,7715.523045601927,11.0,3184,349157.4362817255,8936.797764776384
Region_01,2022-10-17,4048092.244880707,104.45784350470592,1,0,6.175175628721133,1.233960432106816,12180.449147222556,716.748883070147,7608.622421038683,11.0,3186,369705.62243150664,8340.85931631112
Region_01,2022-10-24,4048092.244880707,103.49140466694783,1,0,5.5607616582853385,0.8828814492995368,9237.269743545716,705.4266223441989,9973.171835989928,11.0,3188,346755.2441563244,8898.462540711036
Region_01,2022-10-31,4048092.244880707,103.98450228858253,0,0,7.601276259288115,0.4707935125956389,9577.453386772177,795.3607099747398,8051.264681164063,11.0,3190,305459.40077851363,8524.285967645183
Region_01,2022-11-07,4048092.244880707,103.62228751524958,0,0,5.000525319456489,0.5095537748999125,12852.116107625641,718.209610936037,10047.839601394768,11.0,3192,330973.69535041717,9585.923913502545
Region_01,2022-11-14,4048092.244880707,103.40665826677619,0,1,6.202583539247756,0.7455944129919687,8502.34646405576,762.4466886502717,8515.622436865156,11.0,3194,360669.9684630167,8850.14847390293
Region_01,2022-11-21,4048092.244880707,103.54338308282469,1,1,3.8876478418922664,0.5459688878865019,8068.00470962064,786.5248378923624,9899.674179191852,11.0,3196,398377.42819119984,8902.954873897024
Region_01,2022-11-28,4048092.244880707,103.6128756769383,0,1,2.773160292607291,0.7361174233380687,10042.682034510088,689.8454473341181,9805.327990639958,11.0,3198,357223.80502351286,8952.555537517277
Region_01,2022-12-05,4048092.244880707,104.21182998880137,0,1,3.7730258858807764,1.0199925433921906,7800.722118205552,821.4410199824514,8589.542624426731,11.0,3200,347787.5881608614,9244.174203350585
Region_01,2022-12-12,4048092.244880707,103.88765367918542,0,1,3.4235254148457237,1.3463530101333279,9772.46013320915,844.1637481070579,11663.662567662011,11.0,3202,381156.2141349897,9057.27576481447
Region_01,2022-12-19,4048092.244880707,103.99309298826803,0,1,2.414333457392698,1.3126036146498896,11003.337600514187,820.4666791063066,10799.316307166897,11.0,3204,376471.784708781,9268.901224556732
Region_01,2022-12-26,4048092.244880707,104.15727908742403,0,0,0.5142285106027065,1.2969673108237076,7972.164048526717,829.565005638853,7934.604877576603,11.0,3206,357097.83543442225,8636.554214599622
Region_01,2023-01-02,4048092.244880707,104.19170384722204,0,0,1.3243138190512378,0.7950882270598251,8641.158793046436,596.2174947061195,9131.987143038796,11.0,3208,344095.5714287983,9486.173459858906
Region_01,2023-01-09,4048092.244880707,104.56272130188174,0,0,0.2968097614695808,0.8020755002004976,11897.68665092817,914.7262366544859,8976.430585849881,11.0,3210,362616.5279928852,8833.729888835647
Region_01,2023-01-16,4048092.244880707,104.45304051161533,0,0,1.8543451846087016,0.8874058518229022,7995.650383192933,818.6719121311901,6498.15123278484,11.0,3212,352158.2207005266,9356.465024808103
Region_01,2023-01-23,4048092.244880707,105.0945257758792,0,0,2.6681220002140633,1.3168535451613836,8443.816567652602,857.5717553292307,9222.891275828008,11.0,3214,313838.1014565848,9120.893787840305
Region_01,2023-01-30,4048092.244880707,104.75050971819388,0,0,5.146441700890433,0.9304575001205619,9639.728239801805,927.3100830622479,8444.494098999108,11.0,3216,346598.1700194026,9472.738146830005
Region_01,2023-02-06,4048092.244880707,104.03110838493376,0,0,5.540847562238469,0.67323213031071,8899.80895355369,821.8668469593835,9089.173211646783,11.0,3218,357369.88756210945,8982.651028294596
Region_01,2023-02-13,4048092.244880707,104.0313853914472,0,0,5.033962135760382,0.36893272584929837,8237.773981695636,853.810169914583,7559.495283875206,11.0,3220,343419.83748347516,8375.716367830439
Region_01,2023-02-20,4048092.244880707,104.66042665358306,0,0,6.132373040020816,0.6418699023889005,11730.9430953585,905.4219459517911,8009.935506740995,11.0,3222,369100.53207881807,8538.661869984686
Region_01,2023-02-27,4048092.244880707,104.4163242580355,0,0,5.807483242221709,-0.1265555887889327,8565.532310590199,881.2395628419977,7612.346202912736,11.0,3224,334850.85901866347,8899.78196847134
Region_01,2023-03-06,4048092.244880707,104.11458136669667,0,0,10.442595397302203,-0.4553580546343156,9770.557801092733,793.6277286040729,8476.005027208254,11.0,3226,354953.346981098,9598.274747724687
Region_01,2023-03-13,4048092.244880707,103.95784549279037,0,0,9.458805654523701,0.17076237737928596,8778.49501162968,749.3404553670349,6960.913841406338,11.0,3228,321772.41003065836,8784.589391044066
Region_01,2023-03-20,4048092.244880707,104.06407266218915,0,0,12.05712182055051,0.3701525333907898,9010.989581967026,755.8994211083825,6757.7397100141125,11.0,3230,342111.90135854145,8979.042342115074
Region_01,2023-03-27,4048092.244880707,103.99507950963249,0,0,9.613308789809317,-0.03340708588513552,7640.857797904214,858.9718977355469,8526.361393782761,11.0,3232,334023.98783661344,9557.17750145362
Region_01,2023-04-03,4048092.244880707,104.17641218734798,0,0,10.624502433194321,-0.05160554014114266,10646.268341430829,717.9672494701756,6026.842353708636,11.0,3234,324583.12993040506,8687.620038644025
Region_01,2023-04-10,4048092.244880707,103.31320994099751,0,0,12.547195053494136,0.2053535144501229,8754.5636819434,760.9196586764584,7145.737266150901,11.0,3236,321159.37830147176,9087.449479692157
Region_01,2023-04-17,4048092.244880707,104.10598946865663,0,0,12.202549487376846,0.3725141693348687,11195.743365737471,653.4590021037786,5421.470316567332,11.0,3238,344909.8938573595,9046.550153509515
Region_01,2023-04-24,4048092.244880707,104.42722685801229,0,0,13.307702150579164,0.3053206979223122,7874.286783097004,733.5079873549064,8414.507251702506,11.0,3240,348915.5954308591,8690.662570263392
Region_01,2023-05-01,4048092.244880707,104.00561522639384,1,0,12.242666068652806,0.06482257107794379,8686.397606642797,691.4124228719443,7341.217303714761,11.0,3242,345361.7283623978,9024.470084909728
Region_01,2023-05-08,4048092.244880707,104.73323646381766,0,0,15.958042030747684,0.3173984655822266,9979.996100839397,795.0044495316274,7770.326755180502,11.0,3244,320842.68897958,9377.62330701436
Region_01,2023-05-15,4048092.244880707,104.9863014161827,0,0,15.512232180913552,0.31547279098884745,9463.443025033039,751.4215992965858,7759.36984656779,11.0,3246,326773.3477553615,9406.81238963562
Region_01,2023-05-22,4048092.244880707,105.76520034871612,0,0,17.205254316777168,0.5611667062334205,8472.62431813595,780.8035645574095,6424.943155205235,11.0,3248,353409.1947141885,8790.156353158989
Region_01,2023-05-29,4048092.244880707,105.18113289679665,0,0,16.25693754430816,0.681739905003249,9133.086383814034,690.5237062467818,7520.2722654802865,11.0,3250,320595.66926382564,10214.537773717542
Region_01,2023-06-05,4048092.244880707,106.0564601084712,0,0,14.424584654566742,0.5401594890203072,7724.234946010744,665.4760825295904,7179.146522693404,11.0,3252,359969.2920363454,9075.331168013357
Region_01,2023-06-12,4048092.244880707,106.10148789712838,0,0,18.23494520898501,0.977464578882522,9388.354940206984,786.8478373414007,6744.095719889346,11.0,3254,313302.415481982,8829.989659172626
Region_01,2023-06-19,4048092.244880707,105.06387746370247,0,0,19.51726077921201,0.8261959054794383,6353.761967441511,714.073873181075,6977.936075294175,11.0,3256,345519.17083890684,8636.002069820403
Region_01,2023-06-26,4048092.244880707,105.47286064907277,0,0,16.025711065678628,0.9568970434209665,9549.518728520503,683.7017375450139,7763.970230803946,11.0,3258,351557.9136577789,8503.624912095405
Region_01,2023-07-03,4048092.244880707,105.33893828680569,1,0,16.54734005503181,0.7650616826902195,11328.18187245103,792.4826110106118,6912.359088891033,11.0,3260,378350.85564297735,9292.609968217075
Region_01,2023-07-10,4048092.244880707,104.8387842972593,0,0,17.492677993230622,0.69522523541634,10596.358704461663,776.0555992651447,7234.672590854011,11.0,3262,334116.9306413443,7804.520858281734
Region_01,2023-07-17,4048092.244880707,104.74949194998109,0,0,17.399240954235683,0.6195135113734029,10531.98366742794,741.0697116320257,6339.534570650703,11.0,3264,328692.48847668327,8895.55232997716
Region_01,2023-07-24,4048092.244880707,103.77106330197714,0,0,14.933084604696202,0.4190609963661034,8766.563422734842,648.5503665232106,6465.881688312375,11.0,3266,317833.5833207933,8362.07816702947
Region_01,2023-07-31,4048092.244880707,104.09309881759648,0,0,19.718551181371645,0.4911622050620117,9997.167320717697,788.7534388700329,7599.941560396184,11.0,3268,358172.1653211218,8881.23116836983
Region_01,2023-08-07,4048092.244880707,104.00324305773577,0,0,18.101334342313933,0.8882985773510761,8788.863514315453,740.8702043207886,6833.424495996832,11.0,3270,339675.29215157154,8922.446699024842
Region_01,2023-08-14,4048092.244880707,103.8855805837261,0,0,15.065533927125301,1.45181585987536,9193.158071028918,775.5626689640181,6361.582682060035,11.0,3272,334934.24550696777,8429.338536690697
Region_01,2023-08-21,4048092.244880707,104.63515278504953,0,0,12.589400089707045,1.8868959906458245,9180.327605567842,732.1374892785739,6953.486365986982,12.0,3274,335319.61378513824,8554.97258680849
Region_01,2023-08-28,4048092.244880707,104.67461325138393,0,0,15.089201134329482,1.8346955184605307,5729.122022985561,749.354419062965,6147.2383324708,12.0,3276,345325.2002335008,9438.237229101245
Region_01,2023-09-04,4048092.244880707,104.35567291653479,0,0,16.693958743819866,2.276181265012456,10643.884628517562,619.8922224850132,7078.841295786846,12.0,3278,342289.3593005579,8688.43614549576
Region_01,2023-09-11,4048092.244880707,103.88747761988377,0,0,14.079876514050149,2.40313683919971,9946.763225919307,743.4482140281137,7560.761538966283,12.0,3280,363772.2908079387,8940.61012429762
Region_01,2023-09-18,4048092.244880707,103.87743733512207,0,0,13.646596669120193,2.9475353105451787,10518.25771497408,720.2964192634197,6405.916115304498,12.0,3282,307594.55285895045,8787.573079175723
Region_01,2023-09-25,4048092.244880707,104.44698135231754,0,0,9.55313742774137,2.566139256677992,8119.686091866566,688.0203676158391,6699.448674635236,12.0,3284,356622.12971816224,9271.56984524912
